# T0015-002 (E3301-SN05 with B1 RFCU) wideband noise power spectra and gain.
# Digitiser datasets=M0_L5_V_Pol_sw_spec_dump_?.csv, digitiser spectrometer output, average of 3
# REF datasets=WBG8GHz_DIG_QTP_Vpol_ND_OFF.csv, spectrum analyser output from same input, with ~413MHz corrected manually.
# Input signal is NoiseWave model NW6G-MI with 13dB attenuation, fed through a 3dB divider to H & V inputs.
# 
# Frequency [Hz],Channel power [dBX],Gain [dB]
247976551.05031750,-42.57155139,20.42982508
248394723.98632145,-42.58354056,20.42764466
248812896.92232537,-42.60118995,20.41980403
249231069.85832927,-42.63194093,20.39886180
249649242.79433313,-42.63865371,20.40195777
250067415.73033708,-42.66372000,20.38670024
250485588.66634101,-42.68551189,20.37471710
250903761.60234490,-42.70547259,20.36456516
251321934.53834876,-42.72925481,20.35059168
251740107.47435272,-42.73628405,20.35337119
252158280.41035664,-42.74804973,20.35141427
252576453.34636053,-42.78291327,20.32635949
252994626.28236440,-42.79461091,20.32447060
253412799.21836835,-42.81184013,20.31705013
253830972.15437227,-42.83846052,20.30023849
254249145.09037614,-42.83083988,20.31766788
254667318.02638003,-42.86581757,20.29249895
255085490.96238396,-42.88274872,20.28537655
255503663.89838791,-42.90475224,20.27318178
255921836.83439177,-42.92121513,20.26652765
256340009.77039567,-42.93223654,20.26531499
256758182.70639959,-42.95264215,20.25471813
257176355.64240354,-42.97979013,20.23657065
257594528.57840741,-42.98176711,20.23909468
258012701.51441130,-42.99419066,20.23117216
258430874.45041522,-43.00879596,20.22106788
258849047.38641918,-43.03952543,20.19483944
259267220.32242304,-43.05358774,20.18527815
259685393.25842693,-43.06075844,20.18260847
260103566.19443086,-43.07136601,20.17650193
260521739.13043481,-43.09790763,20.15446134
260939912.06643867,-43.09591990,20.16095009
261358085.00244257,-43.12473264,20.13663837
261776257.93844649,-43.13526546,20.13060658
262194430.87445045,-43.14547856,20.12489450
262612603.81045431,-43.15863423,20.11623985
263030776.74645820,-43.16713904,20.11223606
263448949.68246213,-43.18230983,20.10156631
263867122.61846605,-43.18753261,20.10084455
264285295.55446994,-43.19991034,20.09296784
264703468.49047384,-43.21590046,20.08147874
265121641.42647776,-43.21442509,20.08745513
265539814.36248168,-43.21908750,20.08729375
265957987.29848558,-43.22391350,20.08696877
266376160.23448947,-43.24561137,20.06977193
266794333.17049339,-43.25972466,20.06015966
267212506.10649732,-43.26033004,20.06405531
267630679.04250121,-43.26129396,20.06759241
268048851.97850510,-43.26204449,20.07134291
268467024.91450906,-43.26910717,20.07013421
268885197.85051298,-43.27906315,20.06732917
269303370.78651685,-43.27761043,20.07593284
269721543.72252071,-43.27717452,20.08351970
270139716.65852469,-43.28888275,20.07896243
270557889.59452862,-43.27347012,20.10152601
270976062.53053248,-43.27522564,20.10692144
271394235.46653634,-43.28371283,20.10558520
271812408.40254027,-43.27921091,20.11723807
272230581.33854425,-43.28555582,20.11804412
272648754.27454811,-43.26881748,20.14193341
273066927.21055198,-43.27810894,20.13979289
273485100.14655590,-43.27205889,20.15299389
273903273.08255988,-43.26441854,20.16778520
274321446.01856375,-43.27169798,20.16765671
274739618.95456761,-43.25200897,20.19449667
275157791.89057153,-43.25178017,20.20187642
275575964.82657552,-43.23916950,20.22163804
275994137.76257938,-43.23771454,20.23024395
276412310.69858325,-43.22521142,20.24989802
276830483.63458717,-43.22387383,20.25838656
277248656.57059115,-43.21191543,20.27749591
277666829.50659502,-43.20738403,20.28917827
278085002.44259888,-43.19281547,20.31089778
278503175.37860280,-43.19266721,20.31819699
278921348.31460679,-43.17840272,20.33961242
279339521.25061065,-43.16650790,20.35865820
279757694.18661451,-43.16669433,20.36672694
280175867.12261844,-43.13077739,20.41106575
280594040.05862242,-43.12771456,20.42255044
281012212.99462628,-43.11710700,20.44157986
281430385.93063015,-43.09932812,20.46778060
281848558.86663407,-43.06859749,20.50693310
282266731.80263799,-43.06742054,20.51653191
282684904.73864192,-43.05636438,20.53600994
283103077.67464578,-43.03147373,20.56932245
283521250.61064970,-43.02472167,20.58449637
283939423.54665363,-43.00605291,20.61158699
284357596.48265755,-42.98969298,20.63636878
284775769.41866142,-42.96475029,20.66973333
285193942.35466534,-42.96262540,20.68028008
285612115.29066926,-42.92780277,20.72352457
286030288.22667319,-42.91800494,20.74174427
286448461.16267705,-42.91008516,20.75808590
286866634.09868097,-42.88931567,20.78727726
287284807.03468490,-42.87520815,20.80980664
287702979.97068882,-42.84350257,20.84993408
288121152.90669268,-42.83502615,20.86683237
288539325.84269661,-42.80768906,20.90259132
288957498.77870053,-42.79250916,20.92619308
289375671.71470445,-42.76873393,20.95839018
289793844.65070832,-42.74782740,20.98771857
290212017.58671224,-42.72803767,21.01593016
290630190.52271616,-42.71176345,21.04090296
291048363.45872009,-42.69729542,21.06501122
291466536.39472395,-42.68440167,21.08754519
291884709.33072788,-42.65753939,21.12404770
292302882.26673180,-42.63540123,21.15582608
292721055.20273572,-42.62027097,21.18059656
293139228.13873959,-42.61365418,21.19685358
293557401.07474351,-42.58936517,21.23078281
293975574.01074743,-42.57543931,21.25434890
294393746.94675136,-42.55399615,21.28543228
294811919.88275522,-42.55164081,21.29742784
295230092.81875914,-42.53062843,21.32808045
295648265.75476307,-42.49334197,21.37500713
296066438.69076699,-42.48085645,21.39713288
296484611.62677085,-42.46091431,21.42671524
296902784.56277478,-42.45119104,21.44607874
297320957.49877870,-42.43458977,21.47232023
297739130.43478262,-42.41833900,21.49821123
298157303.37078649,-42.39471054,21.53147991
298575476.30679041,-42.38052048,21.55531019
298993649.24279433,-42.37427423,21.57119666
299411822.17879826,-42.36235515,21.59275596
299829995.11480212,-42.35223603,21.61251531
300248168.05080605,-42.32296709,21.65142448
300666340.98680997,-42.31897543,21.66505636
301084513.92281389,-42.30438506,21.68928696
301502686.85881776,-42.28915788,21.71415436
301920859.79482168,-42.27852204,21.72788416
302339032.73082560,-42.27500853,21.72985556
302757205.66682953,-42.26624414,21.73707784
303175378.60283339,-42.24997010,21.75180978
303593551.53883731,-42.23863376,21.76160402
304011724.47484124,-42.22649912,21.77219656
304429897.41084516,-42.21245256,21.78470101
304848070.34684902,-42.20314461,21.79246686
305266243.28285295,-42.19269014,21.80137922
305684416.21885687,-42.18229872,21.81022854
306102589.15486073,-42.18410862,21.80687654
306520762.09086466,-42.18663328,21.80280977
306938935.02686858,-42.15916210,21.82873885
307357107.96287251,-42.15224593,21.83411292
307775280.89887637,-42.14904072,21.83577602
308193453.83488029,-42.13730344,21.84597120
308611626.77088422,-42.12374702,21.85798552
309029799.70688814,-42.12931867,21.85087176
309447972.64289200,-42.11801582,21.86063251
309866145.57889593,-42.10964636,21.86745987
310284318.51489985,-42.12211811,21.85344601
310702491.45090377,-42.10001881,21.87400321
311120664.38690764,-42.10178868,21.87069123
311538837.32291156,-42.08148746,21.88945035
311957010.25891548,-42.07836087,21.89103484
312375183.19491941,-42.07950292,21.88835069
312793356.13092327,-42.07278365,21.89352785
313211529.06692719,-42.06166497,21.90398069
313629702.00293112,-42.06141755,21.90361457
314047874.93893504,-42.06449399,21.89992458
314466047.87493891,-42.05715958,21.90664544
314884220.81094283,-42.04454008,21.91865139
315302393.74694675,-42.05497719,21.90760074
315720566.68295068,-42.04148203,21.92048234
316138739.61895454,-42.04167580,21.91967503
316556912.55495846,-42.03283384,21.92790344
316975085.49096239,-42.03462351,21.92550022
317393258.42696631,-42.03699706,21.92251313
317811431.36297017,-42.03056221,21.92833443
318229604.29897410,-42.02626585,21.93201724
318647777.23497802,-42.02016383,21.93750571
319065950.17098194,-42.02643548,21.93062052
319484123.10698581,-42.01970917,21.93673328
319902296.04298973,-42.01351968,21.94230922
320320468.97899365,-42.02482492,21.93039043
320738641.91499758,-42.01245217,21.94214963
321156814.85100144,-42.02189882,21.93208943
321574987.78700536,-42.02522816,21.92814655
321993160.72300929,-42.01914333,21.93361782
322411333.65901321,-42.03325394,21.91889367
322829506.59501708,-42.02217978,21.92935428
323247679.53102100,-42.02369686,21.92722365
323665852.46702492,-42.02895320,21.92135377
324084025.40302885,-42.03067531,21.92072396
324502198.33903271,-42.01631221,21.94012245
324920371.27503663,-42.04372063,21.91774942
325338544.21104056,-42.04949572,21.91700972
325756717.14704448,-42.04127260,21.93026823
326174890.08304834,-42.05136209,21.92521414
326593063.01905227,-42.05882081,21.92279080
327011235.95505619,-42.06661978,21.92002722
327429408.89106011,-42.07056282,21.92111958
327847581.82706398,-42.08600624,21.91071155
328265754.76306790,-42.08879426,21.91295892
328683927.69907182,-42.08774387,21.91904470
329102100.63507575,-42.10175905,21.91006491
329520273.57107961,-42.10756618,21.90929317
329938446.50708348,-42.12733183,21.89456291
330356619.44308746,-42.12885250,21.89807763
330774792.37909138,-42.13583220,21.89613332
331192965.31509525,-42.15744743,21.87955348
331611138.25109911,-42.16942486,21.87261144
332029311.18710309,-42.17643501,21.87063668
332447484.12310702,-42.19133510,21.86077198
332865657.05911088,-42.21620340,21.84093908
333283829.99511474,-42.23338777,21.82879010
333702002.93111873,-42.24491785,21.82229541
334120175.86712265,-42.25095393,21.82129472
334538348.80312651,-42.27497747,21.80230657
334956521.73913038,-42.28840270,21.79391673
335374694.67513436,-42.31358912,21.76865385
335792867.61113828,-42.32244237,21.75709384
336211040.54714215,-42.33860969,21.73821974
336629213.48314601,-42.36516321,21.70895945
337047386.41914999,-42.38194466,21.68947123
337465559.35515392,-42.40847109,21.66023803
337883732.29115778,-42.42859744,21.63740491
338301905.22716165,-42.44287096,21.62042462
338720078.16316557,-42.46525541,21.59533340
339138251.09916955,-42.48163530,21.57624673
339556424.03517342,-42.50535908,21.54981618
339974596.97117728,-42.53813179,21.51433670
340392769.90718120,-42.54435214,21.50540958
340810942.84318519,-42.57634936,21.47070558
341229115.77918905,-42.59353397,21.45081420
341647288.71519291,-42.61902019,21.42262122
342065461.65119684,-42.65642198,21.38251266
342483634.58720082,-42.67244196,21.36378590
342901807.52320468,-42.68989654,21.34362456
343319980.45920855,-42.71330103,21.31751329
343738153.39521247,-42.73505629,21.29305126
344156326.33121645,-42.76078683,21.26461394
344574499.26722032,-42.77950312,21.24319088
344992672.20322418,-42.82281785,21.19716938
345410845.13922811,-42.82307300,21.19420747
345829018.07523209,-42.86248962,21.15208407
346247191.01123595,-42.87180077,21.14030679
346665363.94723982,-42.88984627,21.13253138
347083536.88324374,-42.90644715,21.12620060
347501709.81924772,-42.93893577,21.10398208
347919882.75525159,-42.97288564,21.08030230
348338055.69125545,-42.98054208,21.08291595
348756228.62725937,-43.00315688,21.07057125
349174401.56326330,-43.02880034,21.05519788
349592574.49926722,-43.04504331,21.04922501
350010747.43527108,-43.05706865,21.04746977
350428920.37127501,-43.08215109,21.03265742
350847093.30727893,-43.10853195,21.01654666
351265266.24328285,-43.11268423,21.02266447
351683439.17928672,-43.13878614,21.00683266
352101612.11529064,-43.15227419,21.00361470
352519785.05129457,-43.16533926,21.00081973
352937957.98729849,-43.17504020,21.00138888
353356130.92330235,-43.19430487,20.99239431
353774303.85930628,-43.21020348,20.98676579
354192476.79531020,-43.22518591,20.98205346
354610649.73131412,-43.23384238,20.98366708
355028822.66731799,-43.24960671,20.97817285
355446995.60332191,-43.25335542,20.98469424
355865168.53932583,-43.27545008,20.97286967
356283341.47532976,-43.27804325,20.98054659
356701514.41133362,-43.29753121,20.97132873
357119687.34733754,-43.29723890,20.98189114
357537860.28334147,-43.30617794,20.97766290
357956033.21934539,-43.30547968,20.97387831
358374206.15534925,-43.32189005,20.95298511
358792379.09135318,-43.32430813,20.94608419
359210552.02735710,-43.33055550,20.93535398
359628724.96336102,-43.33757324,20.92385340
360046897.89936489,-43.33410037,20.92284343
360465070.83536881,-43.34138984,20.91107112
360883243.77137274,-43.33747009,20.91050804
361301416.70737666,-43.34234714,20.90114814
361719589.64338052,-43.33734136,20.90167108
362137762.57938445,-43.34419542,20.89033418
362555935.51538837,-43.34031976,20.88972700
362974108.45139229,-43.34425892,20.88130500
363392281.38739616,-43.33361606,20.88746502
363810454.32340008,-43.32779308,20.88880517
364228627.25940400,-43.32776162,20.88435379
364646800.19540793,-43.31538662,20.89224594
365064973.13141179,-43.31901190,20.88413783
365483146.06741571,-43.31577663,20.88289026
365901319.00341964,-43.29835898,20.89582507
366319491.93942356,-43.29539087,20.89431034
366737664.87542742,-43.28182247,20.90339590
367155837.81143135,-43.27556261,20.90517292
367574010.74743527,-43.26974969,20.90650300
367992183.68343920,-43.27165588,20.90011397
368410356.61944306,-43.24285928,20.92442773
368828529.55544698,-43.23298152,20.93790426
369246702.49145091,-43.21554262,20.96185407
369664875.42745483,-43.21213856,20.97176904
370083048.36345869,-43.20490130,20.98551722
370501221.29946262,-43.17867285,21.01825659
370919394.23546654,-43.17050146,21.03293889
371337567.17147046,-43.14933399,21.06061727
371755740.10747433,-43.13730153,21.07916065
372173913.04347825,-43.13540377,21.08756931
372592085.97948217,-43.11062906,21.11885494
373010258.91548604,-43.11371492,21.12227999
373428431.85148996,-43.08232337,21.16018246
373846604.78749388,-43.07226009,21.17675666
374264777.72349781,-43.07187761,21.18365005
374682950.65950167,-43.04370207,21.21833650
375101123.59550560,-43.03320163,21.23534785
375519296.53150952,-43.01663638,21.25842401
375937469.46751344,-43.00112511,21.28044620
376355642.40351731,-42.98259679,21.30548543
376773815.33952123,-42.97512164,21.31947150
377191988.27552515,-42.95830916,21.34279489
377610161.21152908,-42.94097315,21.36664181
378028334.14753294,-42.92612165,21.38800423
378446507.08353686,-42.90737556,21.41326123
378864680.01954079,-42.90087352,21.42627418
379282852.95554471,-42.88403623,21.44962238
379701025.89154857,-42.87314500,21.46738406
380119198.82755250,-42.85698588,21.49390377
380537371.76355642,-42.85163679,21.50961345
380955544.69956034,-42.83337162,21.53823921
381373717.63556421,-42.82510307,21.55686834
381791890.57156813,-42.79759099,21.59474101
382210063.50757205,-42.79805135,21.60464124
382628236.44357598,-42.79589107,21.61716211
383046409.37957984,-42.76862325,21.65479052
383464582.31558377,-42.76356720,21.67020716
383882755.25158769,-42.75161771,21.69251723
384300928.18759161,-42.74441893,21.71007661
384719101.12359548,-42.72936873,21.73548739
385137274.05959940,-42.71531652,21.75990018
385555446.99560332,-42.71079880,21.77477849
385973619.93160725,-42.70407424,21.79186365
386391792.86761111,-42.68186824,21.82443024
386809965.80361503,-42.68139434,21.83526472
387228138.73961896,-42.66474038,21.86227927
387646311.67562288,-42.67051229,21.86686795
388064484.61162674,-42.66523564,21.88250519
388482657.54763067,-42.64874929,21.90935213
388900830.48363459,-42.64509905,21.92336296
389319003.41963851,-42.63922451,21.93959808
389737176.35564238,-42.63793162,21.95125156
390155349.29164630,-42.63256816,21.96697561
390573522.22765023,-42.62967419,21.98023016
390991695.16365415,-42.62449386,21.99093858
391409868.09965801,-42.62122074,21.99387321
391828041.03566194,-42.61567793,21.99907753
392246213.97166586,-42.60950227,22.00491470
392664386.90766978,-42.61349543,22.00058305
393082559.84367365,-42.60025059,22.01348940
393500732.77967757,-42.61461085,21.99879065
393918905.71568149,-42.60049984,22.01256317
394337078.65168542,-42.59508524,22.01763929
394755251.58768928,-42.59490181,22.01748423
395173424.52369320,-42.59409841,22.01794913
395591597.45969713,-42.59596956,22.01573949
396009770.39570105,-42.59410219,22.01726837
396427943.33170491,-42.59843558,22.01259650
396846116.26770878,-42.60064408,22.01004950
397264289.20371276,-42.59416767,22.01618743
397682462.13971668,-42.58522294,22.02479367
398100635.07572055,-42.60478091,22.00489721
398518808.01172441,-42.60431665,22.00502298
398936980.94772840,-42.60089155,22.00810959
399355153.88373232,-42.60457800,22.00408464
399773326.81973618,-42.61118665,21.99713750
400191499.75574005,-42.61386274,21.99412292
400609672.69174403,-42.61323647,21.99441071
401027845.62774795,-42.60646513,22.00084356
401446018.56375182,-42.61668170,21.99028850
401864191.49975568,-42.61517272,21.99145899
402282364.43575966,-42.61831415,21.98558966
402700537.37176359,-42.62047225,21.98014303
403118710.30776745,-42.62925109,21.96807566
403536883.24377131,-42.62234856,21.97168965
403955056.17977530,-42.61539205,21.97535763
404373229.11577922,-42.63067996,21.95678119
404791402.05178308,-42.63671357,21.94745905
405209574.98778695,-42.63858864,21.94229544
405627747.92379093,-42.63446135,21.94313420
406045920.85979486,-42.64773299,21.92657403
406464093.79579872,-42.64437420,21.92664428
406882266.73180258,-42.65456351,21.91316644
407300439.66780651,-42.64956764,21.91487378
407718612.60381049,-42.65790788,21.90324501
408136785.53981435,-42.66396960,21.89389476
408554958.47581822,-42.67215986,21.88241596
408973131.41182214,-42.67808978,21.87319751
409391304.34782612,-42.68492234,21.86307642
409809477.28382999,-42.68372135,21.86098888
410227650.21983385,-42.69457225,21.84684944
410645823.15583777,-42.70335249,21.83478068
411063996.09184176,-42.70608299,21.82876163
411482169.02784562,-42.70886214,21.82269396
411900341.96384948,-42.71782613,21.81044144
412318514.89985341,-42.72598656,21.79899248
412736687.83585739,-42.73836001,21.78333049
413154860.77186126,-42.73721227,21.78118969
413573033.70786512,-42.75057617,21.76453726
413991206.64386904,-42.76064812,21.75117678
414409379.57987303,-42.76666544,21.74187093
414827552.51587689,-42.77244178,21.73280606
415245725.45188075,-42.78457968,21.71737962
415663898.38788468,-42.80076569,21.69790508
416082071.32388866,-42.81168258,21.68369965
416500244.25989252,-42.81219542,21.67989828
416918417.19589639,-42.83364082,21.65516435
417336590.13190031,-42.83224796,21.65326868
417754763.06790423,-42.85640384,21.62582427
418172936.00390816,-42.86937814,21.60956143
418591108.93991202,-42.86758804,21.60806301
419009281.87591594,-42.88685382,21.58550869
419427454.81191987,-42.89853591,21.57053807
419845627.74792379,-42.92143767,21.54434777
420263800.68392766,-42.93193645,21.53056046
420681973.61993158,-42.94776406,21.51144433
421100146.55593550,-42.96639478,21.48952507
421518319.49193943,-42.97985339,21.47277792
421936492.42794329,-42.99609509,21.45324769
422354665.36394721,-43.02305548,21.42299877
422772838.29995114,-43.02478359,21.41798213
423191011.23595506,-43.05324456,21.38623262
423609184.17195892,-43.06034782,21.37584083
424027357.10796285,-43.08312157,21.34977855
424445530.04396677,-43.09849271,21.32883146
424863702.97997069,-43.12023832,21.29945294
425281875.91597456,-43.14410728,21.26795106
425700048.85197848,-43.15248381,21.25194163
426118221.78798240,-43.17121585,21.22557668
426536394.72398633,-43.20420344,21.18495617
426954567.65999019,-43.22750118,21.15402552
427372740.59599411,-43.24353140,21.13036239
427790913.53199804,-43.26348590,21.10277497
428209086.46800196,-43.27183202,21.08679595
428627259.40400583,-43.29524847,21.05574659
429045432.34000969,-43.31780264,21.02555950
429463605.27601367,-43.33044568,21.00528355
429881778.21201760,-43.35652068,20.97157563
430299951.14802146,-43.37568823,20.94477517
430718124.08402544,-43.39778817,20.91504232
431136297.02002931,-43.42580674,20.87939084
431554469.95603323,-43.43160930,20.86595536
431972642.89203709,-43.45589500,20.83403676
432390815.82804096,-43.47599446,20.80630439
432808988.76404494,-43.49643068,20.77823525
433227161.70004886,-43.53126096,20.73577206
433645334.63605273,-43.54548291,20.71391719
434063507.57205671,-43.56447941,20.68728778
434481680.50806057,-43.57211767,20.67201661
434899853.44406450,-43.59234373,20.64415764
435318026.38006836,-43.60994696,20.61892150
435736199.31607223,-43.62500676,20.60376235
436154372.25207621,-43.64753599,20.58211457
436572545.18808013,-43.65992749,20.57060452
436990718.12408400,-43.67848281,20.55293064
437408891.06008798,-43.70281150,20.52948340
437827063.99609184,-43.70930096,20.52387538
438245236.93209577,-43.72336414,20.51069365
438663409.86809963,-43.73646130,20.49847794
439081582.80410349,-43.74747905,20.48834164
439499755.74010748,-43.76978655,20.46691559
439917928.67611134,-43.77202124,20.46556234
440336101.61211526,-43.79270127,20.44576376
440754274.54811925,-43.80281030,20.43653617
441172447.48412311,-43.81032262,20.42990531
441590620.42012697,-43.81983318,20.42127619
442008793.35613090,-43.83784700,20.40414382
442426966.29213476,-43.83828640,20.40458587
442845139.22813874,-43.84042878,20.40332494
443263312.16414261,-43.84473020,20.39990496
443681485.10014653,-43.86372100,20.38179561
444099658.03615052,-43.85760486,20.38879320
444517830.97215438,-43.86466422,20.38261529
444936003.90815824,-43.86801365,20.38014730
445354176.84416217,-43.87340072,20.37564168
445772349.78016603,-43.86977777,20.38014608
446190522.71617001,-43.87514479,20.37566051
446608695.65217388,-43.87046283,20.37890905
447026868.58817780,-43.86052062,20.38021004
447445041.52418178,-43.86842992,20.36365952
447863214.46018565,-43.87297763,20.35047059
448281387.39618951,-43.86728674,20.34752026
448699560.33219343,-43.86730912,20.33885666
449117733.26819730,-43.84785653,20.34966802
449535906.20420128,-43.85393774,20.33494559
449954079.14020514,-43.85187131,20.32837080
450372252.07620907,-43.83158637,20.34001452
450790425.01221305,-43.82074695,20.34221272
451208597.94821692,-43.82810626,20.32621218
451626770.88422078,-43.80474197,20.34093526
452044943.82022470,-43.80130199,20.33573401
452463116.75622857,-43.79136218,20.33703260
452881289.69223255,-43.79608899,20.32366457
453299462.62823641,-43.77174536,20.33936698
453717635.56424034,-43.75610079,20.34637033
454135808.50024432,-43.73919038,20.35463952
454553981.43624818,-43.73518409,20.35000458
454972154.37225205,-43.71445604,20.36209141
455390327.30825597,-43.69230647,20.37559976
455808500.24425983,-43.67786234,20.38140267
456226673.18026382,-43.66114508,20.38947871
456644846.11626768,-43.63937886,20.40260371
457063019.05227160,-43.62659480,20.40674655
457481191.98827559,-43.60708619,20.41761394
457899364.92427945,-43.59234787,20.43292024
458317537.86028332,-43.56540119,20.46653934
458735710.79628724,-43.55606908,20.48254387
459153883.73229110,-43.52236837,20.52291702
459572056.66829509,-43.50459054,20.54736727
459990229.60429895,-43.48991744,20.56871279
460408402.54030287,-43.45745546,20.60784720
460826575.47630680,-43.44528481,20.62669028
461244748.41231072,-43.42125024,20.65739728
461662921.34831458,-43.41297470,20.67234524
462081094.28431851,-43.39827002,20.69372235
462499267.22032237,-43.34974804,20.74891675
462917440.15632635,-43.34110215,20.76423507
463335613.09233022,-43.30867536,20.80333429
463753786.02833408,-43.29735789,20.82132419
464171958.96433806,-43.27831863,20.84703587
464590131.90034199,-43.24658205,20.88544487
465008304.83634585,-43.24242706,20.89627230
465426477.77234972,-43.20787379,20.93749799
465844650.70835364,-43.19016547,20.96187873
466262823.64435762,-43.16413181,20.99458482
466680996.58036149,-43.13176799,21.03362107
467099169.51636535,-43.12531969,21.04674180
467517342.45236933,-43.10233615,21.07639776
467935515.38837326,-43.06703444,21.11837189
468353688.32437712,-43.05062687,21.14145189
468771861.26038098,-43.03124099,21.16751020
469190034.19638491,-43.01311727,21.18579237
469608207.13238889,-42.99183409,21.20696014
470026380.06839275,-42.96517628,21.23350254
470444553.00439662,-42.95244628,21.24611713
470862725.94040060,-42.92829532,21.27015268
471280898.87640452,-42.91115255,21.28718005
471699071.81240839,-42.88120258,21.31701461
472117244.74841225,-42.86588367,21.33221812
472535417.68441617,-42.84927675,21.34870963
472953590.62042016,-42.83839886,21.35947211
473371763.55642402,-42.82677590,21.37097966
473789936.49242789,-42.79955494,21.39808522
474208109.42843187,-42.77935292,21.41817183
474626282.36443579,-42.74897889,21.44843045
475044455.30043966,-42.74487963,21.45241430
475462628.23644352,-42.73359891,21.46357961
475880801.17244744,-42.70830144,21.48876168
476298974.10845143,-42.70238246,21.49456525
476717147.04445529,-42.68540930,21.51142301
477135319.98045915,-42.65598141,21.54073549
477553492.91646314,-42.64066301,21.55593848
477971665.85246706,-42.63002193,21.56646415
478389838.78847092,-42.61759844,21.57877224
478808011.72447479,-42.60652578,21.58972949
479226184.66047871,-42.57957992,21.61655995
479644357.59648269,-42.57180394,21.62422051
480062530.53248656,-42.54852021,21.64774366
480480703.46849042,-42.53867207,21.65859237
480898876.40449440,-42.52671850,21.67154652
481317049.34049833,-42.51063451,21.68863109
481735222.27650219,-42.49962205,21.70064412
482153395.21250606,-42.47915406,21.72211269
482571568.14850998,-42.46775972,21.73450760
482989741.08451396,-42.44572381,21.75754410
483407914.02051783,-42.44781200,21.75645648
483826086.95652169,-42.42356085,21.78170821
484244259.89252567,-42.41832989,21.78793974
484662432.82852954,-42.40637442,21.80089579
485080605.76453346,-42.39022165,21.81804914
485498778.70053732,-42.36961262,21.83965875
485916951.63654125,-42.37246817,21.83780378
486335124.57254517,-42.35318554,21.85808698
486753297.50854909,-42.33678698,21.87548612
487171470.44455296,-42.33185289,21.88142079
487589643.38055694,-42.32006879,21.89420547
488007816.31656080,-42.29472917,21.92054567
488425989.25256473,-42.28677258,21.92950283
488844162.18856859,-42.27587989,21.94139610
489262335.12457246,-42.26092367,21.95735289
489680508.06057644,-42.25748833,21.96178882
490098680.99658036,-42.24934989,21.97092783
490516853.93258423,-42.24733111,21.97394720
490935026.86858821,-42.22589864,21.99638024
491353199.80459207,-42.21512424,22.00741316
491771372.74059600,-42.20086182,22.02157878
492189545.67659986,-42.19906838,22.02327542
492607718.61260372,-42.19537704,22.02686998
493025891.54860771,-42.17838605,22.04376417
493444064.48461163,-42.17718492,22.04486850
493862237.42061549,-42.16134437,22.06061226
494280410.35661948,-42.15771321,22.06414663
494698583.29262334,-42.15507126,22.06669179
495116756.22862726,-42.15549016,22.06617609
495534929.16463113,-42.15167182,22.06989764
495953102.10063499,-42.14266157,22.07881110
496371275.03663898,-42.14583943,22.07553644
496789447.97264290,-42.13278038,22.08849870
497207620.90864676,-42.13767238,22.08350991
497625793.84465075,-42.13784825,22.08323724
498043966.78065461,-42.13096855,22.09002016
498462139.71665853,-42.12845566,22.09243624
498880312.65266240,-42.12630739,22.09448772
499298485.58866626,-42.15053838,22.07015994
499716658.52467024,-42.15451634,22.06608519
500134831.46067417,-42.14117391,22.07933082
500553004.39667803,-42.15167707,22.06873087
500971177.33268201,-42.15653330,22.06377785
501389350.26868588,-42.16724679,22.05296756
501807523.20468980,-42.17113422,22.04898334
502225696.14069366,-42.18510597,22.03465094
502643869.07669753,-42.19328798,22.01872491
503062042.01270151,-42.19806211,22.00620676
503480214.94870543,-42.21855883,21.97796601
503898387.88470930,-42.22588612,21.96289469
504316560.82071328,-42.23884102,21.94219577
504734733.75671715,-42.25805605,21.91523672
505152906.69272107,-42.27860439,21.88694435
505571079.62872493,-42.29839294,21.85941178
505989252.56472880,-42.31567384,21.83438686
506407425.50073278,-42.33321359,21.80910309
506825598.43673670,-42.35084037,21.78373229
507243771.37274057,-42.37190488,21.75492374
507661944.30874455,-42.40146754,21.71761707
508080117.24474841,-42.41576057,21.69558001
508498290.18075228,-42.44460314,21.65899342
508916463.11675620,-42.48111775,21.61473478
509334636.05276006,-42.49178617,21.59632234
509752808.98876405,-42.51423673,21.56612775
510170981.92476791,-42.54986356,21.52275691
510589154.86077183,-42.56967201,21.49520443
511007327.79677582,-42.58990176,21.46723065
511425500.73277968,-42.62958788,21.41980051
511843673.66878355,-42.65252482,21.38911954
512261846.60478747,-42.67883440,21.35506595
512680019.54079133,-42.69986689,21.32628943
513098192.47679532,-42.73349994,21.28491235
513516365.41279918,-42.76842756,21.24516334
513934538.34880310,-42.79038100,21.22290663
514352711.28480709,-42.83451069,21.17847368
514770884.22081095,-42.85847219,21.15420891
515189057.15681481,-42.86797639,21.14440145
515607230.09281874,-42.91744417,21.09463040
516025403.02882260,-42.94509924,21.06667207
516443575.96482658,-42.97904545,21.03242259
516861748.90083045,-43.00502133,21.00614345
517279921.83683437,-43.03741757,20.97344394
517698094.77283835,-43.06319157,20.94736667
518116267.70884222,-43.09654610,20.91370888
518534440.64484608,-43.12336330,20.88658842
518952613.58085001,-43.13270502,20.87694342
519370786.51685387,-43.17488678,20.83445840
519788959.45285785,-43.19852055,20.81052137
520207132.38886172,-43.22336163,20.78537702
520625305.32486564,-43.24987277,20.75856261
521043478.26086962,-43.27179932,20.73633279
521461651.19687349,-43.30145899,20.70636986
