# T0015-002 (E3301-SN05 with B1 RFCU) wideband noise power spectra and gain.
# Digitiser datasets=M0_L5_V_Pol_sw_spec_dump_?.csv, digitiser spectrometer output, average of 3
# REF datasets=WBG8GHz_DIG_QTP_Vpol_ND_OFF.csv, spectrum analyser output from same input, with ~413MHz corrected manually.
# Input signal is NoiseWave model NW6G-MI with 13dB attenuation, fed through a 3dB divider to H & V inputs.
# 
# Frequency [Hz],Channel power [dBX],Gain [dB]
795783097.21543717,-44.12703808,18.50034985
796201270.15144110,-44.11955885,18.50321996
796619443.08744502,-44.11063727,18.50753241
797037616.02344882,-44.09977109,18.51378946
797455788.95945287,-44.08736967,18.52158175
797873961.89545679,-44.08897526,18.51536703
798292134.83146060,-44.07971521,18.52001795
798710307.76746464,-44.06423025,18.53089378
799128480.70346844,-44.06415136,18.52636354
799546653.63947237,-44.05429283,18.53161295
799964826.57547629,-44.03887166,18.54242498
800382999.51148009,-44.03231659,18.54437093
800801172.44748414,-44.02368995,18.54838844
801219345.38348806,-44.01495475,18.55251451
801637518.31949186,-44.01202743,18.55083270
802055691.25549591,-44.00979034,18.54846066
802473864.19149971,-43.99231965,18.56132223
802892037.12750363,-43.99924382,18.54978892
803310210.06350756,-43.98534117,18.56777476
803728382.99951136,-43.98290811,18.57787352
804146555.93551540,-43.97114992,18.59729741
804564728.87151933,-43.96887754,18.60723549
804982901.80752313,-43.97000085,18.61377788
805401074.74352717,-43.96666480,18.62477964
805819247.67953098,-43.96947680,18.62963334
806237420.61553490,-43.96362650,18.64314934
806655593.55153883,-43.97264822,18.64179333
807073766.48754263,-43.95703107,18.66507617
807491939.42354667,-43.97401613,18.65575681
807910112.35955060,-43.97936954,18.65806910
808328285.29555440,-43.97548062,18.66962373
808746458.23155844,-43.98934028,18.66342977
809164631.16756225,-43.99466692,18.66576883
809582804.10356617,-44.00567120,18.66243025
810000977.03957009,-44.02268463,18.65308252
810419149.97557390,-44.02568811,18.65774474
810837322.91157794,-44.05057789,18.64052066
811255495.84758186,-44.06151345,18.63725080
811673668.78358567,-44.07990989,18.62652006
812091841.71958971,-44.11032260,18.60377306
812510014.65559351,-44.13972387,18.58203749
812928187.59159744,-44.15157852,18.57784854
813346360.52760136,-44.18356978,18.55352298
813764533.46360517,-44.20784682,18.53691165
814182706.39960921,-44.24820102,18.50387769
814600879.33561301,-44.27260767,18.48193597
815019052.27161694,-44.30546035,18.45154823
815437225.20762098,-44.35104825,18.40842525
815855398.14362478,-44.37877448,18.38316395
816273571.07962871,-44.42539873,18.33900464
816691744.01563263,-44.46638036,18.30048794
817109916.95163643,-44.50917338,18.26015985
817528089.88764048,-44.54737401,18.22442415
817946262.82364428,-44.58881143,18.18545166
818364435.75964820,-44.64763179,18.12909624
818782608.69565225,-44.68467414,18.09451882
819200781.63165605,-44.73650803,18.04514986
819618954.56765997,-44.77816778,18.00595504
820037127.50366390,-44.82388925,17.96269850
820455300.43966770,-44.87784196,17.91121072
820873473.37567174,-44.93001826,17.86149936
821291646.31167555,-44.97764551,17.81633704
821709819.24767947,-45.02682053,17.76962695
822127992.18368351,-45.08888648,17.71002593
822546165.11968732,-45.13913805,17.66223930
822964338.05569124,-45.19753776,17.60630451
823382510.99169517,-45.25088464,17.55542257
823800683.92769897,-45.31887115,17.48990099
824218856.86370301,-45.37526179,17.43597528
824637029.79970682,-45.42590892,17.38779308
825055202.73571074,-45.47947037,17.33669656
825473375.67171478,-45.54649110,17.27157704
825891548.60771859,-45.60299941,17.21620633
826309721.54372251,-45.67826653,17.14207682
826727894.47972643,-45.73300344,17.08847752
827146067.41573024,-45.80790946,17.01470911
827564240.35173428,-45.87287056,16.95088561
827982413.28773808,-45.94666197,16.87823180
828400586.22374201,-46.01289020,16.81314118
828818759.15974605,-46.07170268,16.75546631
829236932.09574986,-46.14874655,16.67956004
829655105.03175378,-46.22214332,16.60730088
830073277.96775770,-46.29160016,16.53898165
830491450.90376151,-46.37635898,16.45536043
830909623.83976555,-46.44287518,16.38998184
831327796.77576935,-46.51804353,16.31595109
831745969.71177328,-46.60817107,16.22696116
832164142.64777732,-46.67940964,16.15686019
832582315.58378112,-46.76399993,16.07340751
833000488.51978505,-46.84621462,15.99233042
833418661.45578897,-46.92990440,15.90977825
833836834.39179277,-47.01054081,15.83027945
834255007.32779682,-47.09961678,15.74234108
834673180.26380062,-47.18333374,15.65976172
835091353.19980454,-47.27567291,15.56856016
835509526.13580847,-47.35366477,15.49170591
835927699.07181239,-47.45089471,15.39561358
836345872.00781631,-47.54154082,15.30610507
836764044.94382012,-47.63092096,15.21890776
837182217.87982404,-47.72884870,15.12345254
837600390.81582808,-47.81512988,15.03964388
838018563.75183189,-47.91758417,14.93966211
838436736.68783581,-48.00956307,14.85015574
838854909.62383974,-48.11378318,14.74840814
839273082.55984366,-48.21642479,14.64823905
839691255.49584758,-48.31854961,14.54858676
840109428.43185139,-48.42574159,14.44386729
840527601.36785531,-48.51490243,14.35717897
840945774.30385935,-48.62733360,14.24722033
841363947.23986316,-48.72710313,14.14992332
841782120.17586708,-48.82736422,14.05213474
842200293.11187100,-48.94820910,13.93376239
842618466.04787493,-49.04520879,13.83923522
843036638.98387885,-49.15528566,13.73163087
843454811.91988266,-49.25583107,13.63355797
843872984.85588658,-49.37339765,13.51846392
844291157.79189062,-49.48359118,13.41074291
844709330.72789443,-49.58140204,13.31540457
845127503.66389835,-49.69448679,13.20479234
845545676.59990227,-49.79125434,13.11049731
845963849.53590620,-49.90837012,12.99585405
846382022.47191012,-50.01165648,12.89504021
846800195.40791392,-50.12315050,12.78601871
847218368.34391785,-50.21514608,12.69649565
847636541.27992189,-50.32081628,12.59381365
848054714.21592569,-50.42169225,12.49906042
848472887.15192962,-50.51466540,12.41221001
848891060.08793354,-50.61634099,12.31665715
849309233.02393746,-50.70980272,12.22931817
849727405.95994139,-50.79609718,12.14914644
850145578.89594519,-50.87976730,12.07159906
850563751.83194911,-50.97474881,11.98274029
850981924.76795316,-51.03094797,11.93266387
851400097.70395696,-51.11309010,11.85664448
851818270.63996089,-51.17995530,11.79590202
852236443.57596481,-51.24175635,11.74022370
852654616.51196873,-51.30058307,11.68751972
853072789.44797266,-51.34789024,11.64633529
853490962.38397646,-51.39258769,11.60776058
853909135.31998038,-51.43548886,11.57098215
854327308.25598443,-51.47036268,11.54223107
854745481.19198823,-51.50557889,11.51313760
855163654.12799215,-51.51738961,11.50744961
855581827.06399608,-51.51049280,11.52046916
856000000.00000000,-49.94473558,13.09234912
