# T0015-002 (E3301-SN05 with B1 RFCU) wideband noise power spectra and gain.
# Digitiser datasets=M0_L5_H_Pol_sw_spec_dump_?.csv, digitiser spectrometer output, average of 3
# REF datasets=WBG8GHz_DIG_QTP_Hpol_ND_OFF.csv, spectrum analyser output from same input. 3
# Input signal is NoiseWave model NW6G-MI with 13dB attenuation, fed through a 3dB divider to H & V inputs.
# 
# Frequency [Hz],Channel power [dBX],Gain [dB]
252994626.28236440,-44.02796546,19.14196716
253412799.21836835,-44.05068567,19.10532305
253830972.15437227,-44.06029688,19.08178796
254249145.09037614,-44.09057058,19.03759036
254667318.02638003,-44.10623512,19.00800193
255085490.96238396,-44.12845486,18.97185830
255503663.89838791,-44.14634065,18.94004861
255921836.83439177,-44.15975223,18.91271314
256340009.77039567,-44.18456621,18.87397526
256758182.70639959,-44.20796555,18.83665203
257176355.64240354,-44.23201490,18.80243504
257594528.57840741,-44.24847428,18.79671841
258012701.51441130,-44.25921076,18.79672467
258430874.45041522,-44.27620523,18.79047296
258849047.38641918,-44.28741170,18.79000923
259267220.32242304,-44.30772215,18.78044154
259685393.25842693,-44.30520940,18.79369703
260103566.19443086,-44.33641421,18.77323498
260521739.13043481,-44.35006945,18.77032248
260939912.06643867,-44.37297594,18.75815874
261358085.00244257,-44.38456913,18.75730830
261776257.93844649,-44.39551784,18.75710234
262194430.87445045,-44.40177222,18.76159071
262612603.81045431,-44.41456502,18.75954066
263030776.74645820,-44.43587901,18.74896942
263448949.68246213,-44.44153830,18.75405288
263867122.61846605,-44.44303401,18.76329992
264285295.55446994,-44.45984855,18.75722813
264703468.49047384,-44.45799337,18.76982606
265121641.42647776,-44.46975761,18.76880457
265539814.36248168,-44.47829612,18.77100880
265957987.29848558,-44.48549811,18.77454957
266376160.23448947,-44.48779659,18.78299383
266794333.17049339,-44.49384012,18.78769305
267212506.10649732,-44.49085520,18.80142073
267630679.04250121,-44.49016803,18.81285064
268048851.97850510,-44.49214039,18.82162103
268467024.91450906,-44.48903196,18.83253207
268885197.85051298,-44.49248540,18.83406277
269303370.78651685,-44.49941352,18.83211877
269721543.72252071,-44.49312018,18.84339625
270139716.65852469,-44.48376490,18.85773565
270557889.59452862,-44.49169677,18.85478792
270976062.53053248,-44.47957787,18.87189094
271394235.46653634,-44.47568768,18.88076526
271812408.40254027,-44.46608026,18.89535682
272230581.33854425,-44.46827473,18.89814648
272648754.27454811,-44.45312427,18.91828107
273066927.21055198,-44.44975142,18.92663805
273485100.14655590,-44.44227061,18.93910299
273903273.08255988,-44.42774316,18.95861457
274321446.01856375,-44.42249615,18.96884571
274739618.95456761,-44.40582133,18.99050466
275157791.89057153,-44.39323059,19.00807954
275575964.82657552,-44.37139163,19.03490262
275994137.76257938,-44.37130893,19.03996945
276412310.69858325,-44.35619061,19.06007190
276830483.63458717,-44.34171032,19.07953632
277248656.57059115,-44.32921928,19.09701149
277666829.50659502,-44.29450826,19.13670664
278085002.44259888,-44.28765523,19.14854381
278503175.37860280,-44.27308661,19.16809655
278921348.31460679,-44.24695050,19.19921680
279339521.25061065,-44.21992066,19.23123077
279757694.18661451,-44.21210119,19.24538404
280175867.12261844,-44.19219963,19.27182316
280594040.05862242,-44.16644114,19.30411919
281012212.99462628,-44.13970232,19.33739556
281430385.93063015,-44.12160177,19.36203365
281848558.86663407,-44.09401951,19.39615346
282266731.80263799,-44.07181441,19.42489610
282684904.73864192,-44.05661821,19.44662985
283103077.67464578,-44.02900310,19.48078250
283521250.61064970,-44.00074748,19.51557567
283939423.54665363,-43.97775092,19.54510977
284357596.48265755,-43.95167399,19.57772425
284775769.41866142,-43.93591970,19.60001609
285193942.35466534,-43.89971138,19.64276195
285612115.29066926,-43.86705329,19.68195759
286030288.22667319,-43.84995688,19.70559154
286448461.16267705,-43.82231130,19.73977467
286866634.09868097,-43.79965729,19.76896623
287284807.03468490,-43.77052245,19.80463861
287702979.97068882,-43.73460566,19.84709295
288121152.90669268,-43.71691969,19.87131646
288539325.84269661,-43.69624297,19.89853073
288957498.77870053,-43.65673423,19.94457701
289375671.71470445,-43.62718364,19.98066515
289793844.65070832,-43.60051097,20.01387537
290212017.58671224,-43.57020076,20.05072313
290630190.52271616,-43.54770421,20.08044186
291048363.45872009,-43.52357014,20.11412781
291466536.39472395,-43.48947992,20.15776991
291884709.33072788,-43.46191593,20.19488578
292302882.26673180,-43.43943710,20.22691648
292721055.20273572,-43.41492906,20.26097641
293139228.13873959,-43.38054832,20.30490903
293557401.07474351,-43.36291878,20.33209045
293975574.01074743,-43.32630335,20.37825775
294393746.94675136,-43.30877640,20.40533658
294811919.88275522,-43.28887619,20.43478867
295230092.81875914,-43.26356946,20.46964728
295648265.75476307,-43.24385206,20.49891656
296066438.69076699,-43.21731478,20.53500572
296484611.62677085,-43.18388655,20.57798583
296902784.56277478,-43.16320144,20.60822282
297320957.49877870,-43.14881646,20.63215968
297739130.43478262,-43.12650643,20.66402158
298157303.37078649,-43.09941803,20.70066186
298575476.30679041,-43.08007878,20.72955299
298993649.24279433,-43.06242700,20.75675664
299411822.17879826,-43.05061036,20.77812517
299829995.11480212,-43.02901424,20.80927317
300248168.05080605,-42.99706730,20.85077199
300666340.98680997,-42.98955547,20.86783570
301084513.92281389,-42.96599451,20.90094853
301502686.85881776,-42.95096275,20.92553218
301920859.79482168,-42.93063601,20.95350702
302339032.73082560,-42.91671750,20.97372539
302757205.66682953,-42.90865759,20.98808516
303175378.60283339,-42.88975465,21.01328796
303593551.53883731,-42.86893045,21.04041201
304011724.47484124,-42.85870040,21.05694192
304429897.41084516,-42.84039061,21.08155157
304848070.34684902,-42.83583813,21.09240391
305266243.28285295,-42.82549153,21.10905037
305684416.21885687,-42.80308596,21.13775580
306102589.15486073,-42.80136155,21.14578007
306520762.09086466,-42.79265517,21.16078630
306938935.02686858,-42.77115811,21.18858323
307357107.96287251,-42.75846755,21.20757364
307775280.89887637,-42.75202633,21.22031472
308193453.83488029,-42.75103586,21.22760505
308611626.77088422,-42.72350763,21.26143314
309029799.70688814,-42.73475261,21.25648801
309447972.64289200,-42.72077157,21.27676891
309866145.57889593,-42.71605582,21.28778452
310284318.51489985,-42.70203843,21.30810177
310702491.45090377,-42.69786849,21.31857157
311120664.38690764,-42.70841869,21.31432123
311538837.32291156,-42.68340064,21.34563914
311957010.25891548,-42.68480341,21.35053623
312375183.19491941,-42.67844157,21.36319792
312793356.13092327,-42.67691376,21.37102559
313211529.06692719,-42.67365955,21.37077945
313629702.00293112,-42.65955289,21.38080105
314047874.93893504,-42.65821329,21.37805558
314466047.87493891,-42.66354058,21.36864321
314884220.81094283,-42.67184469,21.35625403
315302393.74694675,-42.64315174,21.38086191
315720566.68295068,-42.64443322,21.37549536
316138739.61895454,-42.65346033,21.36238318
316556912.55495846,-42.64585986,21.36589858
316975085.49096239,-42.64660306,21.36107031
317393258.42696631,-42.64828862,21.35529968
317811431.36297017,-42.64789148,21.35161174
318229604.29897410,-42.64848258,21.34693557
318647777.23497802,-42.64596363,21.34536945
319065950.17098194,-42.65212788,21.33512013
319484123.10698581,-42.64707882,21.33608412
319902296.04298973,-42.64826096,21.33081691
320320468.97899365,-42.65082171,21.32417109
320738641.91499758,-42.65734561,21.31356212
321156814.85100144,-42.64087384,21.32594881
321574987.78700536,-42.66012599,21.30261159
321993160.72300929,-42.66356474,21.29508777
322411333.65901321,-42.66852691,21.28604053
322829506.59501708,-42.67238208,21.27810029
323247679.53102100,-42.67184460,21.27455270
323665852.46702492,-42.69129766,21.25101456
324084025.40302885,-42.68826401,21.25196103
324502198.33903271,-42.69276372,21.24999227
324920371.27503663,-42.70040583,21.24488109
325338544.21104056,-42.70490266,21.24291520
325756717.14704448,-42.71207327,21.23827553
326174890.08304834,-42.71850754,21.23437220
326593063.01905227,-42.73395951,21.22145118
327011235.95505619,-42.73505213,21.22288949
327429408.89106011,-42.75342440,21.20704816
327847581.82706398,-42.76415422,21.19884928
328265754.76306790,-42.77619787,21.18933657
328683927.69907182,-42.78711481,21.18095057
329102100.63507575,-42.79722994,21.17336639
329520273.57107961,-42.80481990,21.16830736
329938446.50708348,-42.82675708,21.14890112
330356619.44308746,-42.83925170,21.13893744
330774792.37909138,-42.84590601,21.13481407
331192965.31509525,-42.85788092,21.12537010
331611138.25109911,-42.87565507,21.11012689
332029311.18710309,-42.89050658,21.09780632
332447484.12310702,-42.91884259,21.07200126
332865657.05911088,-42.91929254,21.07408224
333283829.99511474,-42.94462823,21.05127750
333702002.93111873,-42.96714725,21.03128941
334120175.86712265,-42.98083326,21.02013435
334538348.80312651,-43.00667139,20.99682716
334956521.73913038,-43.02721981,20.97880967
335374694.67513436,-43.04366729,20.96373314
335792867.61113828,-43.05797463,20.95019985
336211040.54714215,-43.08405800,20.92489054
336629213.48314601,-43.11192525,20.89779735
337047386.41914999,-43.12615904,20.88433761
337465559.35515392,-43.14670016,20.86457056
337883732.29115778,-43.17873161,20.83331316
338301905.22716165,-43.19931293,20.81350591
338720078.16316557,-43.21289660,20.80069630
339138251.09916955,-43.24288838,20.77147857
339556424.03517342,-43.26519419,20.74994682
339974596.97117728,-43.27213537,20.74377970
340392769.90718120,-43.30799421,20.70869492
340810942.84318519,-43.33557759,20.68188560
341229115.77918905,-43.36493410,20.65330315
341647288.71519291,-43.38703427,20.63197704
342065461.65119684,-43.40615094,20.61363442
342483634.58720082,-43.43611134,20.58444808
342901807.52320468,-43.44951307,20.57182041
343319980.45920855,-43.48049210,20.54161544
343738153.39521247,-43.50311548,20.51976612
344156326.33121645,-43.52756964,20.49608602
344574499.26722032,-43.55960535,20.46482436
344992672.20322418,-43.57343925,20.45176453
345410845.13922811,-43.59219373,20.43378410
345829018.07523209,-43.63314274,20.39360916
346247191.01123595,-43.64967831,20.37792755
346665363.94723982,-43.65980821,20.37288101
347083536.88324374,-43.69011400,20.34765858
347501709.81924772,-43.72633886,20.31651707
347919882.75525159,-43.73339539,20.31454390
348338055.69125545,-43.75815902,20.29486363
348756228.62725937,-43.76838084,20.28972516
349174401.56326330,-43.78733747,20.27585189
349592574.49926722,-43.80798262,20.26029011
350010747.43527108,-43.82978385,20.24357223
350428920.37127501,-43.85756451,20.22087493
350847093.30727893,-43.87934244,20.20418036
351265266.24328285,-43.89542772,20.19317843
351683439.17928672,-43.90495950,20.18873001
352101612.11529064,-43.92497137,20.17380150
352519785.05129457,-43.93357905,20.17027718
352937957.98729849,-43.93812743,20.17081215
353356130.92330235,-43.96550510,20.14851784
353774303.85930628,-43.97189252,20.14721378
354192476.79531020,-43.99561594,20.12857372
354610649.73131412,-44.00557606,20.12369696
355028822.66731799,-44.01472394,20.11963243
355446995.60332191,-44.01585952,20.12358021
355865168.53932583,-44.02729737,20.11722572
356283341.47532976,-44.03865315,20.11095329
356701514.41133362,-44.03855379,20.11613602
357119687.34733754,-44.05424569,20.10552748
357537860.28334147,-44.07356059,20.09158190
357956033.21934539,-44.06410186,20.10688287
358374206.15534925,-44.06527137,20.11155560
358792379.09135318,-44.06948538,20.11318383
359210552.02735710,-44.07175470,20.11675675
359628724.96336102,-44.07746238,20.11689130
360046897.89936489,-44.07841691,20.12177901
360465070.83536881,-44.08674147,20.11929669
360883243.77137274,-44.08897258,20.12290782
361301416.70737666,-44.09422661,20.12349603
361719589.64338052,-44.08273819,20.14082669
362137762.57938445,-44.07484858,20.15455854
362555935.51538837,-44.07445582,20.16079353
362974108.45139229,-44.07226311,20.16882848
363392281.38739616,-44.06677311,20.18016073
363810454.32340008,-44.06538437,20.18739170
364228627.25940400,-44.05472977,20.20388855
364646800.19540793,-44.05483367,20.20962689
365064973.13141179,-44.04036383,20.22993896
365483146.06741571,-44.04006323,20.23608180
365901319.00341964,-44.03642069,20.24556658
366319491.93942356,-44.01529883,20.27253068
366737664.87542742,-44.00792703,20.28574472
367155837.81143135,-44.00066120,20.29885278
367574010.74743527,-43.98642657,20.31892966
367992183.68343920,-43.97514346,20.33605501
368410356.61944306,-43.94962062,20.36742008
368828529.55544698,-43.94264808,20.37727630
369246702.49145091,-43.93849081,20.38325117
369664875.42745483,-43.93220172,20.39135784
370083048.36345869,-43.90990181,20.41547536
370501221.29946262,-43.89521778,20.43197698
370919394.23546654,-43.88037721,20.44863513
371337567.17147046,-43.87971194,20.45111800
371755740.10747433,-43.84933074,20.48331678
372173913.04347825,-43.82598309,20.50848203
372592085.97948217,-43.82900827,20.50727445
373010258.91548604,-43.79648090,20.54161940
373428431.85148996,-43.78600308,20.55391481
373846604.78749388,-43.77628306,20.56545243
374264777.72349781,-43.74154244,20.60201063
374682950.65950167,-43.72972364,20.61564703
375101123.59550560,-43.71124013,20.63594813
375519296.53150952,-43.70095638,20.64804947
375937469.46751344,-43.67420203,20.67662142
376355642.40351731,-43.66273827,20.68990277
376773815.33952123,-43.65010352,20.70435511
377191988.27552515,-43.62355218,20.73272404
377610161.21152908,-43.59174450,20.76634931
378028334.14753294,-43.59705955,20.76285185
378446507.08353686,-43.57453099,20.78719800
378864680.01954079,-43.56424609,20.79930050
379282852.95554471,-43.54160501,20.82375917
379701025.89154857,-43.52801982,20.83889101
380119198.82755250,-43.50127710,20.86455010
380537371.76355642,-43.48493158,20.87981199
380955544.69956034,-43.46838484,20.89527511
381373717.63556421,-43.45389348,20.90868284
381791890.57156813,-43.44262283,20.91886987
382210063.50757205,-43.42830571,20.93210336
382628236.44357598,-43.40863673,20.95068871
383046409.37957984,-43.39189412,20.96634770
383464582.31558377,-43.37319231,20.98396589
383882755.25158769,-43.36144159,20.99463298
384300928.18759161,-43.35138990,21.00360105
384719101.12359548,-43.33445003,21.01945729
385137274.05959940,-43.32139827,21.03142543
385555446.99560332,-43.30820255,21.04353752
385973619.93160725,-43.30089879,21.04975766
386391792.86761111,-43.28222502,21.06734780
386809965.80361503,-43.26940607,21.07908313
387228138.73961896,-43.25890380,21.08850177
387646311.67562288,-43.24200661,21.10431534
388064484.61162674,-43.25081997,21.09441835
388482657.54763067,-43.23972895,21.10442575
388900830.48363459,-43.21979744,21.12327363
389319003.41963851,-43.21522379,21.12676365
389737176.35564238,-43.20394313,21.13696069
390155349.29164630,-43.18466867,21.15515152
390573522.22765023,-43.18863349,21.15010308
390991695.16365415,-43.18036041,21.16237210
391409868.09965801,-43.17178960,21.18110532
391828041.03566194,-43.16464230,21.19841505
392246213.97166586,-43.15346902,21.21975074
392664386.90766978,-43.15306430,21.23031789
393082559.84367365,-43.15118816,21.24235645
393500732.77967757,-43.14563439,21.25807264
393918905.71568149,-43.14515148,21.26871797
394337078.65168542,-43.14183798,21.28219388
394755251.58768928,-43.13465274,21.29954155
395173424.52369320,-43.13007270,21.31428401
395591597.45969713,-43.12715704,21.32736209
396009770.39570105,-43.12434309,21.34033846
396427943.33170491,-43.12023314,21.35461083
396846116.26770878,-43.12358693,21.36141945
397264289.20371276,-43.12434391,21.37082490
397682462.13971668,-43.12886237,21.37646886
398100635.07572055,-43.11713537,21.39835828
398518808.01172441,-43.11823753,21.40741854
398936980.94772840,-43.11982926,21.41598923
399355153.88373232,-43.11870184,21.42727907
399773326.81973618,-43.12666119,21.42948214
400191499.75574005,-43.11796057,21.44834518
400609672.69174403,-43.11999513,21.45647304
401027845.62774795,-43.11926627,21.46736432
401446018.56375182,-43.12007788,21.47671513
401864191.49975568,-43.11676605,21.49018938
402282364.43575966,-43.10929160,21.55275896
402700537.37176359,-43.11096098,21.61672735
403118710.30776745,-43.11006106,21.68326504
403536883.24377131,-43.11436874,21.74459514
403955056.17977530,-43.10128956,21.82331209
404373229.11577922,-43.10358894,21.88665048
404791402.05178308,-43.10900070,21.94687650
405209574.98778695,-43.11173245,22.00978252
405627747.92379093,-43.09846671,22.08868603
406045920.85979486,-43.09859304,22.15419748
406464093.79579872,-43.10590523,22.21252306
406882266.73180258,-43.09712374,22.28694233
407300439.66780651,-43.09433953,22.35536430
407718612.60381049,-43.10190436,22.41343725
408136785.53981435,-43.09445037,22.48652902
408554958.47581822,-43.09398386,22.55263329
408973131.41182214,-43.09114538,22.62110955
409391304.34782612,-43.09235911,22.68553360
409809477.28382999,-43.09259860,22.75093187
410227650.21983385,-43.08807331,22.82109494
410645823.15583777,-43.10379215,22.87101388
411063996.09184176,-43.09027623,22.95016757
411482169.02784562,-43.09196163,23.01411994
411900341.96384948,-43.09996584,23.07175351
412318514.89985341,-43.09734963,23.14000749
412736687.83585739,-43.10341148,23.19958342
413154860.77186126,-43.09894492,23.24638600
413573033.70786512,-43.11303673,23.15942958
413991206.64386904,-43.11926023,23.08034146
414409379.57987303,-43.12292959,23.00380749
414827552.51587689,-43.13126328,22.92260919
415245725.45188075,-43.13984593,22.84116193
415663898.38788468,-43.13581732,22.77232592
416082071.32388866,-43.13583328,22.69944535
416500244.25989252,-43.16139872,22.60101530
416918417.19589639,-43.14849714,22.54105227
417336590.13190031,-43.16884131,22.44784348
417754763.06790423,-43.18642878,22.35739140
418172936.00390816,-43.18948359,22.28147198
418591108.93991202,-43.20723102,22.19085994
419009281.87591594,-43.21962895,22.10559739
419427454.81191987,-43.22210218,22.03025955
419845627.74792379,-43.24621619,21.93328092
420263800.68392766,-43.25311165,21.85352086
420681973.61993158,-43.27775629,21.75601161
421100146.55593550,-43.28709750,21.67380578
421518319.49193943,-43.30387998,21.58415869
421936492.42794329,-43.31945935,21.49571471
422354665.36394721,-43.33600441,21.40630503
422772838.29995114,-43.35747511,21.31196972
423191011.23595506,-43.36004988,21.23653034
423609184.17195892,-43.38678962,21.13692598
424027357.10796285,-43.41036769,21.04048330
424445530.04396677,-43.43679022,20.97504883
424863702.97997069,-43.44913062,20.95413852
425281875.91597456,-43.46540948,20.92928974
425700048.85197848,-43.49571924,20.89041007
426118221.78798240,-43.51494520,20.86261419
426536394.72398633,-43.53519647,20.83379301
426954567.65999019,-43.55436904,20.80605052
427372740.59599411,-43.57422221,20.77762744
427790913.53199804,-43.60773262,20.73554712
428209086.46800196,-43.62109094,20.71361887
428627259.40400583,-43.64933675,20.67680315
429045432.34000969,-43.67504258,20.64252741
429463605.27601367,-43.69031139,20.61868868
429881778.21201760,-43.72208170,20.57834846
430299951.14802146,-43.73019430,20.56166594
430718124.08402544,-43.77119967,20.51209066
431136297.02002931,-43.78402383,20.49069658
431554469.95603323,-43.80772327,20.45842722
431972642.89203709,-43.82464046,20.43294012
432390815.82804096,-43.84415875,20.40485191
432808988.76404494,-43.86672982,20.37371093
433227161.70004886,-43.89316947,20.33870137
433645334.63605273,-43.90831812,20.31498280
434063507.57205671,-43.94384054,20.27089046
434481680.50806057,-43.94647045,20.25969063
434899853.44406450,-43.98798271,20.20960846
435318026.38006836,-43.99895882,20.19006243
435736199.31607223,-44.01901403,20.17105823
436154372.25207621,-44.03565105,20.15672477
436572545.18808013,-44.05316216,20.14151723
436990718.12408400,-44.06677455,20.13020840
437408891.06008798,-44.09094393,20.10834258
437827063.99609184,-44.10616539,20.09542468
438245236.93209577,-44.12792113,20.07597250
438663409.86809963,-44.14751146,20.05868574
439081582.80410349,-44.15818534,20.05031542
439499755.74010748,-44.15764027,20.05316405
439917928.67611134,-44.18048356,20.03262433
440336101.61211526,-44.18334991,20.03206154
440754274.54811925,-44.21270596,20.00500904
441172447.48412311,-44.22140006,19.99861851
441590620.42012697,-44.22098131,20.00134082
442008793.35613090,-44.23235814,19.99226756
442426966.29213476,-44.24151537,19.98541389
442845139.22813874,-44.24767231,19.98156051
443263312.16414261,-44.24847174,19.98306464
443681485.10014653,-44.26878681,19.96505313
444099658.03615052,-44.27822986,19.95791365
444517830.97215438,-44.27764449,19.96080258
444936003.90815824,-44.27056902,19.97018161
445354176.84416217,-44.28458494,19.95846925
445772349.78016603,-44.26981104,19.97554671
446190522.71617001,-44.27289206,19.97476925
446608695.65217388,-44.28344750,19.96565933
447026868.58817780,-44.29116235,19.95671823
447445041.52418178,-44.28129057,19.96536378
447863214.46018565,-44.27310214,19.97232597
448281387.39618951,-44.27176927,19.97243260
448699560.33219343,-44.26902777,19.97394787
449117733.26819730,-44.26012538,19.98162401
449535906.20420128,-44.24704995,19.99347321
449954079.14020514,-44.24120090,19.99809602
450372252.07620907,-44.24672365,19.99134703
450790425.01221305,-44.22753298,20.00931146
451208597.94821692,-44.22261356,20.01300465
451626770.88422078,-44.21502544,20.01936653
452044943.82022470,-44.19946972,20.03369601
452463116.75622857,-44.18079985,20.05113965
452881289.69223255,-44.17849632,20.05221694
453299462.62823641,-44.17035419,20.05913283
453717635.56424034,-44.14913337,20.07912741
454135808.50024432,-44.13154826,20.09548629
454553981.43624818,-44.11671849,20.10908983
454972154.37225205,-44.10105562,20.12352645
455390327.30825597,-44.08612966,20.13722618
455808500.24425983,-44.07382585,20.14830375
456226673.18026382,-44.05233340,20.16856996
456644846.11626768,-44.02568193,20.19399519
457063019.05227160,-44.00110732,20.21734357
457481191.98827559,-43.98825033,20.22897432
457899364.92427945,-43.95336297,20.25624334
458317537.86028332,-43.94545449,20.25229637
458735710.79628724,-43.92996061,20.25593482
459153883.73229110,-43.90368124,20.27035875
459572056.66829509,-43.88412603,20.27805851
459990229.60429895,-43.86663584,20.28369326
460408402.54030287,-43.83393642,20.30453724
460826575.47630680,-43.82653540,20.30008282
461244748.41231072,-43.79984927,20.31491351
461662921.34831458,-43.76675262,20.33615472
462081094.28431851,-43.74936378,20.34168811
462499267.22032237,-43.72784977,20.35134668
462917440.15632635,-43.69755245,20.36978856
463335613.09233022,-43.67687564,20.37860994
463753786.02833408,-43.65950663,20.38412350
464171958.96433806,-43.63323445,20.39854024
464590131.90034199,-43.59801567,20.42190358
465008304.83634585,-43.57562431,20.43243950
465426477.77234972,-43.55523943,20.44096894
465844650.70835364,-43.52697816,20.45737477
466262823.64435762,-43.51266605,20.45983144
466680996.58036149,-43.48475529,20.47588676
467099169.51636535,-43.46886904,20.47991757
467517342.45236933,-43.44262465,20.49430651
467935515.38837326,-43.42246163,20.50261409
468353688.32437712,-43.39931141,20.51390887
468771861.26038098,-43.36795575,20.53340909
469190034.19638491,-43.35003262,20.56574513
469608207.13238889,-43.32001319,20.61128182
470026380.06839275,-43.30429172,20.64252055
470444553.00439662,-43.27687993,20.68544960
470862725.94040060,-43.26270532,20.71514146
471280898.87640452,-43.22916967,20.76419437
471699071.81240839,-43.21895514,20.78992615
472117244.74841225,-43.19151972,20.83287883
472535417.68441617,-43.17193497,20.86798084
472953590.62042016,-43.15600888,20.89942419
473371763.55642402,-43.13380179,20.93714853
473789936.49242789,-43.11545132,20.97101626
474208109.42843187,-43.09936379,21.00262104
474626282.36443579,-43.08787584,21.02962625
475044455.30043966,-43.05873472,21.07428463
475462628.23644352,-43.05122634,21.09731026
475880801.17244744,-43.02115171,21.14290216
476298974.10845143,-43.01007514,21.16949598
476717147.04445529,-42.99174663,21.20334175
477135319.98045915,-42.96235705,21.24824859
477553492.91646314,-42.95056608,21.27555681
477971665.85246706,-42.93856990,21.30307025
478389838.78847092,-42.91685976,21.34029765
478808011.72447479,-42.90170550,21.37096917
479226184.66047871,-42.88614291,21.40204901
479644357.59648269,-42.86311102,21.44059815
480062530.53248656,-42.85138040,21.46123768
480480703.46849042,-42.84452336,21.46282694
480898876.40449440,-42.81817780,21.48390472
481317049.34049833,-42.80747712,21.48933762
481735222.27650219,-42.79244205,21.49910491
482153395.21250606,-42.77942278,21.50685640
482571568.14850998,-42.75434965,21.52666175
482989741.08451396,-42.75497928,21.52076433
483407914.02051783,-42.73368446,21.53679138
483826086.95652169,-42.71285944,21.55234862
484244259.89252567,-42.70310707,21.55683320
484662432.82852954,-42.68738948,21.56728302
485080605.76453346,-42.67796819,21.57143653
485498778.70053732,-42.66685541,21.57728152
485916951.63654125,-42.64400016,21.59486900
486335124.57254517,-42.63696142,21.59663995
486753297.50854909,-42.63078603,21.59754757
487171470.44455296,-42.61058933,21.61247648
487589643.38055694,-42.59248986,21.62530817
488007816.31656080,-42.57831197,21.63421828
488425989.25256473,-42.58006339,21.62719909
488844162.18856859,-42.56052157,21.64147313
489262335.12457246,-42.55407133,21.64265558
489680508.06057644,-42.54241659,21.64904255
490098680.99658036,-42.51852544,21.66766592
490516853.93258423,-42.52356906,21.65735451
490935026.86858821,-42.50876662,21.66688917
491353199.80459207,-42.50934636,21.66432808
491771372.74059600,-42.49466217,21.67860448
492189545.67659986,-42.48492114,21.68793772
492607718.61260372,-42.46689955,21.70555152
493025891.54860771,-42.46508861,21.70695466
493444064.48461163,-42.45815392,21.71348156
493862237.42061549,-42.44417811,21.72704959
494280410.35661948,-42.44758963,21.72323027
494698583.29262334,-42.43825089,21.73216122
495116756.22862726,-42.43183879,21.73816553
495534929.16463113,-42.41943269,21.75016384
495953102.10063499,-42.42070255,21.74848619
496371275.03663898,-42.42318401,21.74559694
496789447.97264290,-42.41623714,21.75213602
497207620.90864676,-42.41903781,21.74892756
497625793.84465075,-42.43069732,21.73686025
498043966.78065461,-42.41999954,21.74715024
498462139.71665853,-42.42405878,21.74268321
498880312.65266240,-42.42489620,21.74143800
499298485.58866626,-42.44106361,21.72486279
499716658.52467024,-42.43121193,21.73430669
500134831.46067417,-42.43994282,21.72516800
500553004.39667803,-42.44500241,21.71970062
500971177.33268201,-42.45363192,21.71066332
501389350.26868588,-42.45868002,21.70520743
501807523.20468980,-42.47795037,21.68552928
502225696.14069366,-42.47946458,21.68350087
502643869.07669753,-42.48791780,21.67155565
503062042.01270151,-42.50466080,21.65132065
503480214.94870543,-42.51215192,21.64033753
503898387.88470930,-42.53127326,21.61772420
504316560.82071328,-42.54049629,21.60500917
504734733.75671715,-42.56208222,21.57993124
505152906.69272107,-42.57997182,21.55854964
505571079.62872493,-42.59916336,21.53586610
505989252.56472880,-42.62599024,21.50554722
506407425.50073278,-42.64168024,21.48636523
506825598.43673670,-42.65584408,21.46870939
507243771.37274057,-42.66714376,21.45391771
507661944.30874455,-42.70593034,21.41163913
508080117.24474841,-42.71848200,21.39559547
508498290.18075228,-42.75263574,21.35794973
508916463.11675620,-42.78627336,21.32082011
509334636.05276006,-42.78844981,21.31515167
509752808.98876405,-42.83368269,21.26642679
510170981.92476791,-42.85173210,21.24488538
510589154.86077183,-42.88775458,21.20537090
511007327.79677582,-42.90885964,21.18077384
511425500.73277968,-42.93360167,21.15253982
511843673.66878355,-42.96440343,21.11824605
512261846.60478747,-42.98862372,21.09053377
512680019.54079133,-43.02411518,21.05155031
513098192.47679532,-43.05679734,21.01537614
513516365.41279918,-43.08583484,20.98256516
513934538.34880310,-43.11857944,20.94561192
514352711.28480709,-43.15747604,20.90250669
514770884.22081095,-43.18161402,20.87416006
515189057.15681481,-43.22074628,20.83081917
515607230.09281874,-43.24004956,20.80730724
516025403.02882260,-43.27247317,20.77067500
516443575.96482658,-43.29785834,20.74108118
516861748.90083045,-43.32392158,20.71080930
517279921.83683437,-43.36112973,20.66939251
517698094.77283835,-43.40011813,20.62619548
518116267.70884222,-43.40768101,20.61442395
518534440.64484608,-43.44912588,20.56877044
518952613.58085001,-43.47304254,20.54064515
519370786.51685387,-43.50877224,20.50070680
519788959.45285785,-43.52885017,20.47642023
520207132.38886172,-43.55585108,20.44521068
520625305.32486564,-43.59056139,20.40629174
521043478.26086962,-43.61537475,20.37726974
521461651.19687349,-43.64297127,20.34546457
521879824.13287735,-43.66424844,20.31997876
522297997.06888127,-43.68612127,20.29389729
522716170.00488514,-43.71199508,20.26381484
523134342.94088912,-43.73286888,20.23873240
523552515.87689298,-43.75470100,20.21269165
523970688.81289691,-43.77815365,20.18503036
524388861.74890089,-43.78950009,20.16947527
524807034.68490475,-43.80516714,20.15816875
525225207.62090862,-43.83265718,20.13787933
525643380.55691254,-43.84331256,20.13442460
526061553.49291641,-43.86574491,20.11919288
526479726.42892039,-43.87023306,20.12190537
526897899.36492425,-43.88370883,20.11563024
