# T0015-002 (E3301-SN05 with B1 RFCU) wideband noise power spectra and gain.
# Digitiser datasets=M0_L5_H_Pol_sw_spec_dump_?.csv, digitiser spectrometer output, average of 3
# REF datasets=WBG8GHz_DIG_QTP_Hpol_ND_OFF.csv, spectrum analyser output from same input. 3
# Input signal is NoiseWave model NW6G-MI with 13dB attenuation, fed through a 3dB divider to H & V inputs.
# 
# Frequency [Hz],Channel power [dBX],Gain [dB]
527316072.30092818,-43.90483145,20.10170825
527734245.23693210,-43.91891530,20.09482503
528152418.17293602,-43.93139585,20.08954512
528570591.10893989,-43.92980077,20.09834084
528988764.04494381,-43.94218759,20.09315465
529406936.98094767,-43.94581450,20.09672838
529825109.91695166,-43.95909020,20.09065331
530243282.85295552,-43.96299952,20.09394463
530661455.78895944,-43.96745706,20.09668773
531079628.72496337,-43.96607174,20.10527368
531497801.66096729,-43.97278461,20.10576145
531915974.59697115,-43.98718741,20.09855929
532334147.53297502,-43.97434540,20.11860193
532752320.46897894,-43.97501167,20.12513630
533170493.40498292,-43.96619340,20.14115520
533588666.34098679,-43.95995524,20.15459401
534006839.27699065,-43.96574245,20.15600743
534425012.21299464,-43.94136748,20.18758304
534843185.14899856,-43.95173904,20.18441211
535261358.08500242,-43.94376750,20.19958429
535679531.02100629,-43.93443209,20.21506772
536097703.95701021,-43.93414933,20.21292521
536515876.89301419,-43.91892635,20.22572291
536934049.82901812,-43.90357630,20.23864770
537352222.76502192,-43.89742809,20.24237064
537770395.70102596,-43.87880732,20.25856614
538188568.63702977,-43.87509920,20.25984899
538606741.57303369,-43.85041033,20.28211259
539024914.50903761,-43.83846957,20.29162808
539443087.44504142,-43.82816044,20.29951194
539861260.38104546,-43.80855252,20.31669459
540279433.31704938,-43.79014956,20.33267229
540697606.25305319,-43.76565805,20.35473852
541115779.18905723,-43.74090601,20.37706529
541533952.12506104,-43.72949075,20.38605528
541952125.06106496,-43.71165710,20.40146366
542370297.99706888,-43.68407948,20.42661602
542788470.93307269,-43.66095502,20.44731521
543206643.86907673,-43.64293067,20.46291429
543624816.80508053,-43.62424825,20.47917143
544042989.74108446,-43.61249494,20.48849948
544461162.67708850,-43.58600000,20.51256915
544879335.61309230,-43.55975714,20.53638674
545297508.54909623,-43.52414326,20.56957535
545715681.48510015,-43.51144774,20.57984560
546133854.42110395,-43.48743874,20.60142933
546552027.35710800,-43.46148196,20.62496084
546970200.29311180,-43.43044689,20.65358645
547388373.22911572,-43.40830445,20.67333741
547806546.16511977,-43.38051770,20.69873268
548224719.10112357,-43.36710259,20.70975631
548642892.03712749,-43.33779523,20.73667219
549061064.97313142,-43.33056066,20.74151528
549479237.90913522,-43.29387092,20.77581355
549897410.84513927,-43.26353210,20.80376089
550315583.78114307,-43.23739639,20.82750513
550733756.71714699,-43.21897390,20.84353614
551151929.65315104,-43.20223320,20.85788535
551570102.58915484,-43.16623355,20.89149353
551988275.52515876,-43.15022391,20.90511169
552406448.46116269,-43.13202449,20.92091963
552824621.39716649,-43.09943650,20.95111614
553242794.33317053,-43.08830682,20.95985435
553660967.26917434,-43.07023270,20.97553699
554079140.20517826,-43.04449256,20.99888565
554497313.14118230,-43.02824053,21.01274620
554915486.07718611,-42.99986187,21.03873339
555333659.01319003,-42.99687336,21.03933042
555751831.94919395,-42.96893837,21.06487393
556170004.88519776,-42.94343835,21.08798247
556588177.82120180,-42.93151429,21.09751506
557006350.75720561,-42.92361003,21.10302784
557424523.69320953,-42.89464202,21.12960437
557842696.62921357,-42.87846265,21.14339227
558260869.56521738,-42.86630221,21.15226588
558679042.50122130,-42.84206726,21.17302530
559097215.43722522,-42.84171066,21.16990637
559515388.37322903,-42.82730885,21.18083265
559933561.30923307,-42.81225687,21.19240910
560351734.24523687,-42.79816278,21.20302765
560769907.18124080,-42.78380355,21.21391135
561188080.11724484,-42.76217170,21.23206767
561606253.05324864,-42.74683264,21.24393120
562024425.98925257,-42.74035061,21.24693769
562442598.92525649,-42.72971932,21.25409345
562860771.86126029,-42.72510831,21.25522893
563278944.79726434,-42.71866053,21.25820118
563697117.73326814,-42.69341427,21.27997190
564115290.66927207,-42.69570858,21.27420207
564533463.60527599,-42.68500627,21.28142884
564951636.54127991,-42.67615814,21.28680144
565369809.47728384,-42.66894152,21.29054252
565787982.41328764,-42.64878949,21.30721902
566206155.34929156,-42.64745318,21.30507980
566624328.28529561,-42.64956933,21.29948812
567042501.22129941,-42.64032348,21.30525844
567460674.15730333,-42.63695976,21.30514663
567878847.09330726,-42.61941130,21.31921955
568297020.02931118,-42.61445388,21.32070144
568715192.96531510,-42.59770543,21.33397435
569133365.90131891,-42.59630924,21.33081227
569551538.83732283,-42.58706080,21.33070714
569969711.77332687,-42.58141610,21.32699828
570387884.70933068,-42.58160342,21.31745740
570806057.64533460,-42.56643323,21.32327402
571224230.58133852,-42.57679257,21.30356111
571642403.51734245,-42.56486127,21.30613884
572060576.45334637,-42.54975042,21.31189613
572478749.38935018,-42.55109241,21.30120057
572896922.32535410,-42.54723514,21.29570427
573315095.26135814,-42.53330627,21.30027957
573733268.19736195,-42.52493465,21.29929763
574151441.13336587,-42.51912228,21.29575642
574569614.06936979,-42.52075879,21.28476635
574987787.00537372,-42.51604633,21.28012524
575405959.94137764,-42.51144079,21.27537722
575824132.87738144,-42.50144838,21.27601606
576242305.81338537,-42.50325111,21.26485976
576660478.74938941,-42.50285083,21.25590647
577078651.68539321,-42.48696879,21.26243494
577496824.62139714,-42.48464892,21.25540125
577914997.55740106,-42.48259616,21.24810044
578333170.49340498,-42.47117706,21.25016597
578751343.42940891,-42.47646824,21.23552122
579169516.36541271,-42.46233447,21.24030142
579587689.30141664,-42.45998070,21.23330163
580005862.23742068,-42.46785933,21.21606943
580424035.17342448,-42.46099846,21.22165927
580842208.10942841,-42.46172425,21.22647904
581260381.04543233,-42.45156893,21.24217992
581678553.98143625,-42.46030689,21.23898752
582096726.91744018,-42.45513480,21.24970517
582514899.85344398,-42.45646972,21.25391581
582933072.78944790,-42.44636720,21.26956388
583351245.72545195,-42.45838287,21.26309378
583769418.66145575,-42.45355344,21.27346876
584187591.59745967,-42.44843255,21.28413521
584605764.53346360,-42.45644227,21.28167106
585023937.46946752,-42.45627166,21.28738722
585442110.40547144,-42.46731704,21.28188740
585860283.34147525,-42.46590731,21.28884270
586278456.27747917,-42.47127022,21.28902535
586696629.21348310,-42.47563753,21.29020359
587114802.14948702,-42.47829405,21.29309263
587532975.08549094,-42.49958460,21.27734764
587951148.02149487,-42.50567655,21.27680125
588369320.95749879,-42.51050298,21.27752038
588787493.89350271,-42.50707337,21.28649554
589205666.82950652,-42.52496276,21.27415171
589623839.76551044,-42.53841492,21.26624512
590042012.70151436,-42.54568546,21.26452014
590460185.63751829,-42.55722921,21.25852195
590878358.57352221,-42.56950033,21.25179639
591296531.50952613,-42.56784742,21.25899486
591714704.44553006,-42.59584077,21.23587755
592132877.38153398,-42.61245076,21.22406984
592551050.31753778,-42.62095201,21.22037088
592969223.25354171,-42.63716329,21.20896188
593387396.18954563,-42.63978820,21.21113926
593805569.12554955,-42.67242000,21.18330975
594223742.06155348,-42.68661362,21.17391841
594641914.99755740,-42.72028159,21.14505272
595060087.93356133,-42.71484265,21.15529395
595478260.86956525,-42.74274516,21.13219373
595896433.80556905,-42.76016298,21.11957820
596314606.74157298,-42.79217729,21.09236617
596732779.67757690,-42.79380459,21.09554115
597150952.61358082,-42.82614511,21.06800292
597569125.54958475,-42.84285607,21.05609425
597987298.48558867,-42.87115978,21.03259282
598405471.42159259,-42.88840034,21.02015455
598823644.35759652,-42.91188505,21.00147212
599241817.29360032,-42.92698793,20.99117153
599659990.22960424,-42.95781435,20.96514739
600078163.16560817,-42.98161658,20.94614745
600496336.10161209,-43.00834941,20.92421690
600914509.03761601,-43.03777946,20.89958913
601332681.97361994,-43.05421663,20.88795425
601750854.90962386,-43.08283247,20.86414070
602169027.84562778,-43.10180926,20.84996619
602587200.78163159,-43.13595562,20.81785394
603005373.71763551,-43.14540927,20.80251667
603423546.65363944,-43.18163084,20.76041148
603841719.58964336,-43.21408796,20.72207074
604259892.52564728,-43.21885883,20.71141625
604678065.46165121,-43.25439922,20.66999224
605096238.39765513,-43.25967765,20.65883019
605514411.33365905,-43.30216637,20.61045785
605932584.26966286,-43.29920224,20.60753836
606350757.20566678,-43.32966356,20.57119343
606768930.14167070,-43.35081503,20.54415833
607187103.07767463,-43.37222987,20.51685988
607605276.01367855,-43.38735230,20.49585382
608023448.94968247,-43.41121807,20.46610444
608441621.88568640,-43.42944650,20.44199239
608859794.82169032,-43.44615792,20.41939735
609277967.75769413,-43.47302903,20.38664262
609696140.69369805,-43.47177122,20.38201681
610114313.62970197,-43.49383108,20.35407333
610532486.56570590,-43.51072314,20.33129766
610950659.50170982,-43.52483654,20.31130063
611368832.43771374,-43.53516999,20.29508356
611787005.37371767,-43.55308878,20.27128115
612205178.30972147,-43.55615518,20.26233114
612623351.24572539,-43.57073898,20.24186372
613041524.18172932,-43.58531457,20.22140450
613459697.11773324,-43.59305888,20.20777657
613877870.05373716,-43.59193035,20.20681080
614296042.98974109,-43.61009897,20.18889676
614714215.92574501,-43.61907122,20.18017910
615132388.86174893,-43.60555790,20.19394699
615550561.79775274,-43.62056402,20.17919546
615968734.73375666,-43.62415313,20.17586094
616386907.66976058,-43.61886687,20.18140177
616805080.60576451,-43.60851543,20.19200780
617223253.54176843,-43.62154806,20.17922976
617641426.47777236,-43.61915194,20.18188045
618059599.41377628,-43.61110299,20.19018398
618477772.34978020,-43.60458324,20.19695832
618895945.28578401,-43.60553404,20.19626210
619314118.22178793,-43.59651267,20.20553805
619732291.15779185,-43.60109838,20.20120693
620150464.09379578,-43.60352431,20.19903559
620568637.02979970,-43.57875129,20.22406319
620986809.96580362,-43.58046597,20.22260309
621404982.90180755,-43.54695281,20.25637083
621823155.83781147,-43.55174561,20.25183261
622241328.77381527,-43.53197802,20.27185479
622659501.70981920,-43.52367553,20.28041186
623077674.64582312,-43.50029359,20.30404838
623495847.58182704,-43.49663544,20.30796112
623914020.51783097,-43.46842412,20.33642702
624332193.45383489,-43.45037938,20.35472635
624750366.38983881,-43.42931400,20.37604631
625168539.32584274,-43.41145258,20.38847874
625586712.26184654,-43.38679429,20.40756598
626004885.19785047,-43.37012364,20.41866558
626423058.13385439,-43.35158624,20.43163194
626841231.06985831,-43.33596068,20.44168645
627259404.00586224,-43.29359163,20.47848446
627677576.94186616,-43.28710153,20.47940351
628095749.87787008,-43.25737839,20.50355560
628513922.81387401,-43.23852619,20.51683675
628932095.74987781,-43.19493587,20.55485603
629350268.68588173,-43.17783084,20.56639001
629768441.62188566,-43.15293853,20.58571128
630186614.55788958,-43.11995371,20.61312505
630604787.49389350,-43.10836766,20.61914006
631022960.42989743,-43.06674357,20.65519310
631441133.36590135,-43.05229785,20.66406777
631859306.30190527,-43.03185982,20.67893476
632277479.23790908,-42.99676000,20.70846353
632695652.17391300,-42.96497793,20.73467455
633113825.10991693,-42.92445811,20.76962332
633531998.04592085,-42.91746740,20.77104299
633950170.98192477,-42.87929108,20.80364827
634368343.91792858,-42.84812763,20.82924066
634786516.85393262,-42.82354264,20.84825461
635204689.78993654,-42.81202808,20.85419813
635622862.72594035,-42.77480474,20.88585041
636041035.66194427,-42.74901340,20.90555341
636459208.59794819,-42.71385444,20.93359207
636877381.53395212,-42.69124405,20.94908215
637295554.46995604,-42.66784761,20.96535828
637713727.40595984,-42.64630965,20.97977593
638131900.34196389,-42.62721850,20.99174677
638550073.27796781,-42.59894917,21.01289579
638968246.21397161,-42.58064226,21.02408239
639386419.14997554,-42.55642568,21.04117866
639804592.08597946,-42.53172561,21.05875842
640222765.02198339,-42.49732641,21.08603731
640640937.95798731,-42.49379417,21.08244924
641059110.89399111,-42.46935938,21.09976372
641477283.82999516,-42.43886136,21.12314144
641895456.76599908,-42.43734677,21.11753572
642313629.70200288,-42.41173046,21.13603172
642731802.63800681,-42.40304829,21.13759358
643149975.57401073,-42.38076869,21.15275287
643568148.51001465,-42.36895200,21.15744925
643986321.44601858,-42.35918288,21.16009806
644404494.38202238,-42.34114307,21.17101756
644822667.31802642,-42.33165986,21.17338046
645240840.25403035,-42.32628503,21.17163498
645659013.19003415,-42.32096306,21.16983664
646077186.12603807,-42.29631690,21.18736249
646495359.06204200,-42.28501408,21.19154500
646913531.99804592,-42.28702334,21.18241543
647331704.93404984,-42.28492435,21.17513937
647749877.87005365,-42.26619821,21.18348773
648168050.80605769,-42.26574702,21.17356115
648586223.74206161,-42.25829272,21.17063768
649004396.67806542,-42.25925465,21.15929798
649422569.61406934,-42.25417041,21.15400445
649840742.55007327,-42.24997719,21.14781990
650258915.48607719,-42.24118651,21.14623281
650677088.42208111,-42.24615843,21.13088312
651095261.35808492,-42.23781974,21.12884404
651513434.29408896,-42.23677386,21.11951215
651931607.23009288,-42.23548818,21.11042005
652349780.16609669,-42.23577745,21.09975302
652767953.10210061,-42.22396584,21.10118686
653186126.03810453,-42.23171280,21.08306212
653604298.97410846,-42.23141673,21.07298043
654022471.91011238,-42.23462955,21.05938984
654440644.84611619,-42.23296691,21.05067470
654858817.78212023,-42.23724458,21.03601926
655276990.71812403,-42.23239799,21.03048808
655695163.65412796,-42.23079480,21.02171350
656113336.59013188,-42.23519737,21.00693316
656531509.52613580,-42.23103104,21.00072172
656949682.46213973,-42.23181780,20.98955718
657367855.39814365,-42.23425375,20.97674347
657786028.33414745,-42.23618351,20.96443594
658204201.27015150,-42.24114815,20.94981480
658622374.20615530,-42.22923119,20.96564672
659040547.14215922,-42.22720225,20.97159063
659458720.07816315,-42.22646940,20.97623845
659876893.01416695,-42.23127007,20.97535275
660295065.95017099,-42.23178808,20.97874970
660713238.88617492,-42.22810699,20.98634576
661131411.82217872,-42.23080031,20.98756741
661549584.75818276,-42.23009407,20.99218862
661967757.69418657,-42.21457186,21.01162579
662385930.63019049,-42.22471397,21.00539865
662804103.56619442,-42.22254834,21.01147924
663222276.50219822,-42.22804391,21.00989864
663640449.43820226,-42.22235204,21.01950548
664058622.37420619,-42.23212715,21.01364534
664476795.31020999,-42.22283937,21.02684809
664894968.24621403,-42.21321327,21.04038916
665313141.18221784,-42.21037990,21.04713749
665731314.11822176,-42.20709719,21.05433517
666149487.05422568,-42.20885602,21.05649131
666567659.99022949,-42.20260503,21.06665726
666985832.92623353,-42.20099671,21.07218055
667404005.86223745,-42.20016549,21.07692674
667822178.79824126,-42.19798171,21.08302548
668240351.73424530,-42.20028067,21.08464150
668658524.67024910,-42.19613226,21.09270487
669076697.60625303,-42.18599807,21.10675403
669494870.54225695,-42.19539330,21.09699255
669913043.47826076,-42.18557921,21.10024762
670331216.41426480,-42.19238480,21.08688300
670749389.35026872,-42.19069346,21.08201532
671167562.28627253,-42.19084195,21.07530781
671585735.22227657,-42.18980197,21.06978876
672003908.15828037,-42.19491660,21.05811511
672422081.09428430,-42.19988604,21.04658665
672840254.03028822,-42.19156610,21.04834757
673258426.96629202,-42.19203310,21.04132154
673676599.90229607,-42.20350697,21.02328865
674094772.83829999,-42.19999734,21.02023926
674512945.77430379,-42.20239136,21.01128621
674931118.71030784,-42.21521008,20.99190847
675349291.64631164,-42.21661426,20.98394526
675767464.58231556,-42.23004701,20.96395348
676185637.51831949,-42.22239696,20.96504451
676603810.45432329,-42.22641494,20.95446751
677021983.39032733,-42.24289711,20.93142632
677440156.32633114,-42.25189402,20.91587038
677858329.26233506,-42.25900729,20.90219809
678276502.19833910,-42.26888868,20.88575767
678694675.13434291,-42.28059745,20.86748988
679112848.07034683,-42.29532551,20.84620280
679531021.00635076,-42.30842349,20.82654580
679949193.94235456,-42.31642570,20.81198456
680367366.87835860,-42.33008997,20.79176127
680785539.81436241,-42.34505292,20.78093285
681203712.75036633,-42.35291537,20.78045288
681621885.68637037,-42.37431613,20.76643460
682040058.62237418,-42.38657906,20.76155415
682458231.55837810,-42.40659969,20.74891600
682876404.49438202,-42.42656887,20.73632930
683294577.43038583,-42.43689837,20.73338228
683712750.36638987,-42.45746043,20.72020271
684130923.30239367,-42.47183900,20.71320662
684549096.23839760,-42.48685340,20.70557470
684967269.17440164,-42.50535417,20.69445641
685385442.11040545,-42.53284496,20.67434810
685803615.04640937,-42.55189335,20.66268218
686221787.98241329,-42.57235353,20.64960449
686639960.91841710,-42.60071000,20.62863050
687058133.85442114,-42.61276162,20.62396136
687476306.79042494,-42.64610904,20.59799642
687894479.72642887,-42.64263502,20.60885292
688312652.66243291,-42.67571293,20.58315749
688730825.59843671,-42.69846447,20.56778843
689148998.53444064,-42.72484928,20.54878611
689567171.47044456,-42.75002023,20.53099764
689985344.40644836,-42.75783773,20.53056262
690403517.34245241,-42.78976460,20.50601823
690821690.27845621,-42.80709030,20.49607501
691239863.21446013,-42.83673392,20.47381388
691658036.15046418,-42.84980001,20.46720055
692076209.08646798,-42.88185894,20.43510497
692494382.02247190,-42.90539834,20.41152892
692912554.95847583,-42.93111487,20.38577573
693330727.89447963,-42.93043120,20.38642274
693748900.83048368,-42.96147662,20.35534067
694167073.76648748,-42.98296283,20.33381780
694585246.70249140,-42.99416777,20.32257621
695003419.63849545,-43.02762624,20.28908108
695421592.57449925,-43.03733200,20.27933867
695839765.51050317,-43.05493518,20.26169883
696257938.44650710,-43.07571509,20.24088227
696676111.38251090,-43.09371932,20.22284138
697094284.31851494,-43.10780110,20.20872294
697512457.25451875,-43.12555998,20.19092741
697930630.19052267,-43.14342117,20.17302956
698348803.12652659,-43.14701171,20.16940237
698766976.06253052,-43.17549730,20.14088012
699185148.99853444,-43.19187968,20.12446108
699603321.93453836,-43.19498226,20.12132185
700021494.87054217,-43.21390859,20.10235887
700439667.80654621,-43.22100629,20.09522451
700857840.74255002,-43.24390524,20.07228891
701276013.67855394,-43.24581310,20.07034439
701694186.61455786,-43.25745000,20.05867083
702112359.55056179,-43.26648038,20.04960380
702530532.48656571,-43.26936233,20.04668520
702948705.42256951,-43.28013829,20.03475505
703366878.35857344,-43.29052183,20.02202400
703785051.29457748,-43.29837913,20.01181917
704203224.23058128,-43.29306162,20.01478916
704621397.16658521,-43.30684844,19.99865483
705039570.10258913,-43.30068869,20.00246705
705457743.03859305,-43.30685958,19.99394865
705875915.97459698,-43.31116859,19.98729212
706294088.91060078,-43.31218586,19.98392732
706712261.84660470,-43.31035630,19.98340936
707130434.78260875,-43.30593632,19.98548183
707548607.71861255,-43.31860968,19.97046095
707966780.65461648,-43.31313414,19.97358896
708384953.59062040,-43.29478838,19.98958720
708803126.52662432,-43.29588190,19.98614617
709221299.46262825,-43.29652713,19.98315341
709639472.39863205,-43.29039250,19.98694052
710057645.33463597,-43.28106538,19.99392013
710475818.27064002,-43.28036241,19.99227558
710893991.20664382,-43.26717274,20.00311772
711312164.14264774,-43.27033600,19.99760695
711730337.07865167,-43.25837362,20.00722181
712148510.01465559,-43.24073217,20.02251574
712566682.95065951,-43.23679126,20.02410912
712984855.88666332,-43.22495965,20.03359321
713403028.82266724,-43.21252168,20.04368367
713821201.75867128,-43.20688075,20.04697708
714239374.69467509,-43.20579917,20.04365369
714657547.63067901,-43.18897272,20.05568873
715075720.56668293,-43.17722399,20.06264605
715493893.50268686,-43.15827346,20.07680518
715912066.43869078,-43.16145544,20.06883180
716330239.37469459,-43.14397984,20.08151600
716748412.31069851,-43.12778286,20.09292157
717166585.24670255,-43.11693275,20.09898029
717584758.18270636,-43.10244160,20.10868002
718002931.11871028,-43.09865369,20.10767653
718421104.05471420,-43.08055684,20.12098198
718839276.99071813,-43.06184450,20.13490292
719257449.92672205,-43.06490814,20.12704787
719675622.86272585,-43.04281823,20.14434638
720093795.79872978,-43.04135934,20.14101386
720511968.73473382,-43.03537196,20.14220984
720930141.67073762,-43.01881679,20.15397361
721348314.60674155,-43.00376209,20.16423690
721766487.54274547,-42.99560012,20.16760747
722184660.47874939,-42.98573735,20.17267883
722602833.41475332,-42.99002301,20.16360178
723021006.35075712,-42.97214867,20.17668471
723439179.28676105,-42.95154684,20.19249514
723857352.22276497,-42.94442043,20.19483015
724275525.15876889,-42.95404690,20.18041227
724693698.09477282,-42.95080581,20.17886196
725111871.03077674,-42.94654334,20.17709474
725530043.96678066,-42.92968287,20.18297734
725948216.90278459,-42.94015022,20.16153214
726366389.83878839,-42.93057511,20.16012939
726784562.77479231,-42.92555599,20.15417065
727202735.71079624,-42.91585232,20.15289646
727620908.64680016,-42.91838206,20.13938886
728039081.58280408,-42.90829101,20.13850205
728457254.51880801,-42.92372174,20.11209346
728875427.45481193,-42.90951508,20.11532226
729293600.39081585,-42.92876647,20.08509301
729711773.32681966,-42.92364290,20.07923873
730129946.26282358,-42.92444909,20.06745467
730548119.19882751,-42.92425255,20.05667335
730966292.13483143,-42.93818421,20.03176384
731384465.07083535,-42.93653331,20.02243688
731802638.00683928,-42.94770367,20.00028865
732220810.94284320,-42.95060916,19.98640531
732638983.87884712,-42.96328418,19.96275242
733057156.81485093,-42.96376030,19.95129845
733475329.75085485,-42.97074722,19.93333367
733893502.68685877,-42.98140816,19.91169487
734311675.62286270,-42.98871671,19.89340846
734729848.55886662,-42.99448026,19.87666705
735148021.49487054,-43.01910642,19.84106303
735566194.43087447,-43.01691802,19.83227357
735984367.36687839,-43.03398182,19.80423191
736402540.30288219,-43.03457371,19.79603684
736820713.23888612,-43.04129422,19.78438144
737238886.17489004,-43.06728994,19.75345085
737657059.11089396,-43.07369071,19.74211521
738075232.04689789,-43.09794523,19.71292581
738493404.98290181,-43.10306907,19.70286710
738911577.91890574,-43.11606342,19.68493788
739329750.85490966,-43.13340726,19.66265916
739747923.79091346,-43.14204433,19.64908721
740166096.72691739,-43.14625815,19.63993851
740584269.66292131,-43.16704400,19.61421779
741002442.59892523,-43.17837756,19.59794936
741420615.53492916,-43.19259857,19.57879348
741838788.47093308,-43.20746498,19.55899219
742256961.40693700,-43.21244680,19.54907549
742675134.34294093,-43.23002959,19.52655783
743093307.27894473,-43.24191689,19.50973565
743511480.21494865,-43.24645233,19.50026534
743929653.15095258,-43.26106060,19.48072220
744347826.08695650,-43.27409330,19.46275462
744765999.02296042,-43.27741334,19.45449970
745184171.95896435,-43.29931854,19.42765963
745602344.89496827,-43.31936639,19.40267690
746020517.83097208,-43.32934405,19.38776437
746438690.76697600,-43.33149180,19.38068174
746856863.70297992,-43.33214560,19.37509307
747275036.63898385,-43.35249924,19.34980455
747693209.57498777,-43.37355868,19.33105575
748111382.51099169,-43.37791359,19.32966964
748529555.44699562,-43.38424965,19.32630238
748947728.38299954,-43.39650878,19.31701206
749365901.31900334,-43.40313633,19.31335330
749784074.25500727,-43.41128719,19.30817125
750202247.19101119,-43.42363196,19.29879527
750620420.12701511,-43.43811983,19.28727621
751038593.06301904,-43.43275647,19.29560836
751456765.99902296,-43.44519954,19.28613409
751874938.93502688,-43.46396110,19.27034134
752293111.87103081,-43.46112203,19.27614920
752711284.80703461,-43.45452824,19.28571179
753129457.74303854,-43.48170811,19.26150073
753547630.67904246,-43.47935005,19.26682759
753965803.61504638,-43.48327153,19.26587491
754383976.55105031,-43.48155815,19.27055708
754802149.48705423,-43.48594605,19.26913799
755220322.42305815,-43.48840020,19.26965264
755638495.35906208,-43.47146583,19.28955581
756056668.29506588,-43.47219937,19.29179106
756474841.23106980,-43.47457072,19.29238851
756893014.16707373,-43.45913738,19.31079065
757311187.10307765,-43.46014966,19.31274718
757729360.03908157,-43.45108163,19.32478401
758147532.97508550,-43.44888247,19.32995196
758565705.91108942,-43.45698624,19.32299414
758983878.84709334,-43.44076512,19.33555574
759402051.78309715,-43.44018383,19.33247750
759820224.71910107,-43.44152531,19.32747650
760238397.65510499,-43.45398739,19.31135489
760656570.59110892,-43.44758161,19.31410115
761074743.52711284,-43.46323058,19.29479265
761492916.46311677,-43.44333733,19.31102637
761911089.39912069,-43.45397844,19.29672574
762329262.33512461,-43.46413312,19.28291154
762747435.27112842,-43.46058171,19.28280341
763165608.20713234,-43.45812900,19.28159660
763583781.14313626,-43.46375622,19.27230986
764001954.07914019,-43.48419181,19.24821475
764420127.01514411,-43.48137073,19.24737630
764838299.95114803,-43.48887779,19.23620971
765256472.88715196,-43.50321754,19.21821044
765674645.82315588,-43.49735518,19.22041327
766092818.75915968,-43.50338751,19.21072142
766510991.69516361,-43.52453029,19.18591912
766929164.63116753,-43.53078197,19.17600790
767347337.56717145,-43.54239553,19.16073482
767765510.50317538,-43.54860529,19.15086554
768183683.43917930,-43.56081488,19.13499642
768601856.37518322,-43.57664566,19.11550612
769020029.31118715,-43.59051672,19.09797553
769438202.24719095,-43.60074286,19.08408986
769856375.18319488,-43.63124242,19.04906272
770274548.11919880,-43.64219066,19.03308425
770692721.05520272,-43.65210233,19.01814234
771110893.99120665,-43.67856372,18.98665071
771529066.92721045,-43.67165967,18.98852452
771947239.86321449,-43.71209403,18.94305993
772365412.79921842,-43.73430776,18.91581596
772783585.73522222,-43.75694041,18.88815308
773201758.67122614,-43.76986426,18.87019899
773619931.60723007,-43.79748496,18.83754806
774038104.54323399,-43.82407320,18.80592957
774456277.47923791,-43.84014659,18.78482596
774874450.41524172,-43.85686909,18.76307322
775292623.35124576,-43.87820657,18.73670550
775710796.28724968,-43.91585774,18.69402409
776128969.22325349,-43.94107841,18.66377318
776547142.15925741,-43.96509117,18.63473019
776965315.09526134,-43.98185543,18.61293569
777383488.03126526,-44.00570047,18.58406042
777801660.96726918,-44.03906779,18.54566286
778219833.90327299,-44.05732910,18.52237132
778638006.83927703,-44.08121201,18.49345817
779056179.77528095,-44.10649702,18.46314292
779474352.71128476,-44.12967997,18.43492974
779892525.64728868,-44.15736984,18.40220964
780310698.58329260,-44.18274012,18.37180912
780728871.51929653,-44.20517877,18.34434023
781147044.45530045,-44.22189378,18.32396309
781565217.39130425,-44.24958424,18.29262213
781983390.32730830,-44.26977291,18.26878295
782401563.26331222,-44.29166204,18.24324332
782819736.19931602,-44.31546704,18.21578782
783237909.13531995,-44.34664426,18.18096009
783656082.07132387,-44.37300700,18.15094684
784074255.00732780,-44.38559672,18.13470662
784492427.94333172,-44.40608133,18.11057151
784910600.87933552,-44.42785943,18.08514291
785328773.81533957,-44.45890947,18.05044236
785746946.75134349,-44.47713686,18.02856447
786165119.68734729,-44.49692162,18.00512920
786583292.62335122,-44.50055428,17.99784604
787001465.55935514,-44.53474258,17.96000723
787419638.49535906,-44.54352654,17.94757277
787837811.43136299,-44.56825156,17.91919724
788255984.36736679,-44.58896844,17.89482985
788674157.30337083,-44.60456025,17.87558754
789092330.23937464,-44.62597742,17.85051986
789510503.17537856,-44.63993033,17.83291646
789928676.11138248,-44.65742862,17.81176766
790346849.04738641,-44.67689530,17.78865047
790765021.98339033,-44.69879358,17.76310169
791183194.91939425,-44.70517829,17.75306647
791601367.85539806,-44.73063249,17.72396177
792019540.79140210,-44.73026877,17.72318803
792437713.72740591,-44.74890336,17.70808596
792855886.66340983,-44.77171592,17.68880592
793274059.59941375,-44.78503276,17.67902160
793692232.53541756,-44.80243813,17.66514875
794110405.47142160,-44.81457500,17.65654440
794528578.40742552,-44.83933443,17.63531749
794946751.34342933,-44.85046708,17.62771736
795364924.27943337,-44.86434377,17.61737319
795783097.21543717,-44.87515968,17.61008980
796201270.15144110,-44.89673316,17.59204884
796619443.08744502,-44.89979833,17.59251619
797037616.02344882,-44.92490921,17.57093783
797455788.95945287,-44.93019592,17.56918364
797873961.89545679,-44.94727615,17.55563593
798292134.83146060,-44.96371338,17.54273121
798710307.76746464,-44.97355004,17.53642707
799128480.70346844,-44.98557493,17.52793471
799546653.63947237,-44.99811430,17.51892786
799964826.57547629,-45.01432202,17.50625266
800382999.51148009,-45.03037935,17.49372784
800801172.44748414,-45.03795251,17.48968720
801219345.38348806,-45.04523981,17.48593243
